State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
"ECCS = Eastern Coastal Care System; PBH = Piedmont Behavioral Health; SPA = service planning area.  * Low precision; no estimate reported.  NOTE: For substate region definitions, see the ""2006-2008 National Survey on Drug Use and Health Substate Region Definitions"" at http://www.samhsa.gov/data/NSDUH/substate2k08/toc.aspx.  NOTE: Substate, State, and census region estimates along with the 95 percent confidence (credible) intervals are based on a survey-weighted hierarchical Bayes estimation approach and are generated by Markov Chain Monte Carlo techniques. Design-based (direct) estimates and corresponding 95 percent confidence intervals are given for the total United States.  NOTE: The 2006-2008 estimates may differ from previously published estimates due to updates in the region definitions (using the 2008-2010 substate region definitions) and updates to the data. For details, see ""2006-2008 National Survey on Drug Use and Health: Overview and Summary of Substate Region Estimation Methodology"" at http://www.samhsa.gov/data/NSDUH/substate2k08/toc.aspx.  NOTE: Needing But Not Receiving Treatment refers to respondents classified as needing treatment for illicit drugs, but not receiving treatment for an illicit drug problem at a specialty facility (i.e., drug and alcohol rehabilitation facilities [inpatient or outpatient], hospitals [inpatient only], and mental health centers). Illicit Drugs include marijuana/hashish, cocaine (including crack), inhalants, hallucinogens, heroin, or prescription-type psychotherapeutics used nonmedically, including data from original methamphetamine questions but not including new methamphetamine items added in 2005 and 2006. See Section B.4.8 in Appendix B of the Results from the 2008 National Survey on Drug Use and Health: National Findings.  Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2006, 2007, and 2008 (Revised March 2012)."
Total United States,4.23,(4.03 - 4.44),7.37,(7.10 - 7.65),1.47,(1.36 - 1.58),2.34,(2.24 - 2.44)
Northeast,3.96,(3.64 - 4.31),7.98,(7.45 - 8.55),1.35,(1.18 - 1.55),2.30,(2.12 - 2.49)
Midwest,4.18,(3.91 - 4.47),6.99,(6.60 - 7.41),1.34,(1.20 - 1.50),2.18,(2.04 - 2.33)
South,4.15,(3.88 - 4.43),7.18,(6.79 - 7.58),1.56,(1.40 - 1.74),2.37,(2.22 - 2.54)
West,4.59,(4.19 - 5.02),7.55,(7.00 - 8.14),1.55,(1.35 - 1.79),2.47,(2.26 - 2.70)
Alabama,3.65,(2.90 - 4.59),6.94,(5.63 - 8.53),1.55,(1.11 - 2.17),2.33,(1.85 - 2.94)
Region 1,3.72,(2.65 - 5.19),7.08,(4.88 - 10.17),1.41,(0.86 - 2.30),2.13,(1.46 - 3.11)
Region 2,3.71,(2.67 - 5.14),6.96,(5.08 - 9.48),1.51,(0.93 - 2.42),2.30,(1.62 - 3.24)
Region 3,3.55,(2.47 - 5.09),6.88,(4.69 - 9.97),1.72,(1.03 - 2.86),2.66,(1.81 - 3.91)
Region 4,3.58,(2.53 - 5.04),6.82,(4.73 - 9.74),1.66,(1.00 - 2.75),2.37,(1.61 - 3.49)
Alaska,4.46,(3.55 - 5.58),7.92,(6.38 - 9.78),1.74,(1.24 - 2.44),2.71,(2.15 - 3.42)
Anchorage,4.27,(3.11 - 5.83),7.35,(5.39 - 9.93),1.62,(1.03 - 2.54),2.51,(1.81 - 3.47)
Northern,4.83,(3.45 - 6.72),8.17,(5.68 - 11.63),2.28,(1.36 - 3.79),3.40,(2.33 - 4.95)
South Central,4.46,(3.19 - 6.21),8.51,(5.89 - 12.14),1.64,(0.96 - 2.79),2.65,(1.79 - 3.91)
Southeast,4.30,(2.90 - 6.34),8.24,(5.19 - 12.84),1.43,(0.79 - 2.57),2.32,(1.45 - 3.68)
Arizona,4.36,(3.44 - 5.53),7.26,(5.79 - 9.07),1.76,(1.24 - 2.49),2.56,(1.99 - 3.29)
Maricopa,4.41,(3.27 - 5.94),7.11,(5.33 - 9.43),1.89,(1.24 - 2.86),2.63,(1.93 - 3.59)
Pima,4.43,(3.14 - 6.20),7.68,(5.07 - 11.49),1.66,(0.98 - 2.79),2.56,(1.69 - 3.87)
Rural North,4.02,(2.75 - 5.85),7.56,(4.98 - 11.32),1.55,(0.88 - 2.71),2.47,(1.59 - 3.81)
Rural South,4.38,(2.95 - 6.45),7.11,(4.53 - 11.01),1.46,(0.82 - 2.56),2.30,(1.45 - 3.61)
Arkansas,5.03,(4.07 - 6.19),7.54,(6.14 - 9.23),1.74,(1.26 - 2.39),2.56,(2.04 - 3.21)
Catchment Area 1,5.03,(3.54 - 7.11),7.29,(4.88 - 10.76),1.74,(1.02 - 2.93),2.59,(1.71 - 3.89)
Catchment Area 2,4.62,(3.19 - 6.66),7.09,(4.63 - 10.72),1.37,(0.79 - 2.36),2.12,(1.38 - 3.25)
Catchment Area 3,5.68,(4.01 - 8.00),8.30,(5.65 - 12.04),2.12,(1.25 - 3.58),3.04,(2.02 - 4.56)
Catchment Area 4,5.25,(3.65 - 7.49),8.42,(5.46 - 12.79),1.83,(1.05 - 3.18),2.66,(1.69 - 4.17)
Catchment Area 5,4.96,(3.52 - 6.95),6.79,(4.78 - 9.55),1.53,(0.93 - 2.53),2.38,(1.64 - 3.45)
Catchment Area 6,4.59,(3.20 - 6.55),7.05,(4.61 - 10.64),*,(* - *),2.57,(1.63 - 4.02)
Catchment Area 7,4.39,(2.97 - 6.45),6.37,(4.02 - 9.95),1.51,(0.84 - 2.70),2.16,(1.34 - 3.45)
Catchment Area 8,5.15,(3.68 - 7.18),8.54,(5.88 - 12.26),1.90,(1.17 - 3.06),2.76,(1.89 - 4.01)
California,4.58,(3.97 - 5.28),7.60,(6.74 - 8.55),1.51,(1.20 - 1.89),2.48,(2.16 - 2.84)
Region 1R,4.46,(3.18 - 6.21),8.37,(5.71 - 12.13),1.48,(0.88 - 2.50),2.70,(1.83 - 3.97)
Region 2R,4.57,(3.29 - 6.32),8.70,(6.04 - 12.37),1.50,(0.91 - 2.45),2.74,(1.89 - 3.96)
Region 3R (Sacramento),4.70,(3.41 - 6.43),8.68,(6.10 - 12.22),1.83,(1.12 - 2.96),2.90,(2.00 - 4.17)
