State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
"ECCS = Eastern Coastal Care System; PBH = Piedmont Behavioral Health; SPA = service planning area.  * Low precision; no estimate reported.  NOTE: For substate region definitions, see the ""2006-2008 National Survey on Drug Use and Health Substate Region Definitions"" at http://www.samhsa.gov/data/NSDUH/substate2k08/toc.aspx.  NOTE: Substate, State, and census region estimates along with the 95 percent confidence (credible) intervals are based on a survey-weighted hierarchical Bayes estimation approach and are generated by Markov Chain Monte Carlo techniques. Design-based (direct) estimates and corresponding 95 percent confidence intervals are given for the total United States.  NOTE: The 2006-2008 estimates may differ from previously published estimates due to updates in the region definitions (using the 2008-2010 substate region definitions) and updates to the data. For details, see ""2006-2008 National Survey on Drug Use and Health: Overview and Summary of Substate Region Estimation Methodology"" at http://www.samhsa.gov/data/NSDUH/substate2k08/toc.aspx.  Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2006, 2007, and 2008 (Revised March 2012)."
Total United States,12.99,(12.64 - 13.35),27.73,(27.19 - 28.29),6.95,(6.70 - 7.21),10.01,(9.76 - 10.27)
Northeast,14.03,(13.37 - 14.72),32.10,(31.08 - 33.13),7.26,(6.76 - 7.79),10.80,(10.35 - 11.27)
Midwest,12.72,(12.22 - 13.22),27.94,(27.17 - 28.72),6.71,(6.34 - 7.11),9.86,(9.52 - 10.22)
South,11.90,(11.42 - 12.39),24.49,(23.77 - 25.22),6.28,(5.91 - 6.67),8.91,(8.57 - 9.26)
West,14.12,(13.40 - 14.88),29.10,(28.11 - 30.11),8.02,(7.45 - 8.63),11.26,(10.74 - 11.79)
Alabama,10.74,(9.15 - 12.56),20.33,(17.85 - 23.05),5.57,(4.50 - 6.88),7.71,(6.62 - 8.98)
Region 1,9.63,(7.30 - 12.59),20.24,(16.13 - 25.09),5.10,(3.70 - 7.00),7.04,(5.49 - 8.99)
Region 2,11.99,(9.44 - 15.12),20.47,(17.00 - 24.43),5.60,(4.15 - 7.52),7.75,(6.23 - 9.61)
Region 3,10.14,(7.48 - 13.60),22.37,(17.77 - 27.77),6.60,(4.68 - 9.25),9.48,(7.35 - 12.15)
Region 4,10.78,(8.15 - 14.14),18.03,(14.05 - 22.84),5.35,(3.78 - 7.51),7.10,(5.38 - 9.30)
Alaska,15.29,(13.29 - 17.53),33.07,(29.86 - 36.45),10.69,(8.86 - 12.85),14.23,(12.51 - 16.14)
Anchorage,15.26,(12.33 - 18.73),32.98,(28.51 - 37.77),10.76,(8.37 - 13.74),14.22,(11.90 - 16.90)
Northern,15.54,(12.27 - 19.50),33.54,(28.08 - 39.48),12.33,(9.22 - 16.29),16.37,(13.23 - 20.07)
South Central,15.10,(11.89 - 18.98),31.92,(26.39 - 38.02),9.52,(6.89 - 13.01),12.81,(10.11 - 16.12)
Southeast,15.26,(11.18 - 20.49),*,(* - *),10.22,(7.07 - 14.56),13.49,(10.08 - 17.81)
Arizona,13.75,(11.77 - 16.00),27.13,(24.09 - 30.39),6.61,(5.31 - 8.20),9.61,(8.30 - 11.09)
Maricopa,14.75,(12.15 - 17.78),26.65,(22.96 - 30.69),7.11,(5.48 - 9.16),9.90,(8.28 - 11.80)
Pima,12.52,(9.37 - 16.54),*,(* - *),6.30,(4.43 - 8.88),9.88,(7.72 - 12.57)
Rural North,12.91,(9.42 - 17.44),*,(* - *),6.27,(4.32 - 9.01),9.77,(7.48 - 12.68)
Rural South,11.32,(8.21 - 15.40),*,(* - *),4.88,(3.19 - 7.38),7.65,(5.57 - 10.42)
Arkansas,12.46,(10.79 - 14.34),27.46,(24.60 - 30.52),7.59,(6.27 - 9.17),10.42,(9.10 - 11.90)
Catchment Area 1,12.75,(9.60 - 16.75),*,(* - *),7.41,(5.31 - 10.26),10.82,(8.43 - 13.78)
Catchment Area 2,12.44,(9.16 - 16.66),*,(* - *),7.34,(5.25 - 10.19),10.17,(7.80 - 13.17)
Catchment Area 3,12.42,(9.49 - 16.09),26.34,(20.88 - 32.64),8.13,(5.86 - 11.17),10.84,(8.40 - 13.87)
Catchment Area 4,12.47,(9.17 - 16.75),*,(* - *),6.64,(4.54 - 9.62),8.87,(6.51 - 11.97)
Catchment Area 5,13.45,(10.25 - 17.46),29.41,(24.59 - 34.73),7.74,(5.66 - 10.50),11.22,(8.99 - 13.92)
Catchment Area 6,10.06,(7.24 - 13.81),*,(* - *),7.07,(4.85 - 10.19),9.43,(6.99 - 12.61)
Catchment Area 7,11.34,(8.09 - 15.67),*,(* - *),7.23,(4.85 - 10.64),9.53,(6.85 - 13.11)
Catchment Area 8,13.03,(10.02 - 16.78),28.49,(23.11 - 34.56),8.23,(6.01 - 11.18),10.86,(8.50 - 13.77)
California,13.61,(12.52 - 14.78),29.07,(27.57 - 30.62),8.22,(7.34 - 9.18),11.54,(10.74 - 12.38)
Region 1R,15.92,(12.08 - 20.70),34.71,(28.79 - 41.13),9.54,(7.00 - 12.88),13.99,(11.18 - 17.36)
Region 2R,14.67,(11.31 - 18.81),33.75,(27.95 - 40.10),8.86,(6.50 - 11.97),13.15,(10.52 - 16.33)
Region 3R (Sacramento),17.63,(13.90 - 22.10),36.36,(30.73 - 42.39),11.86,(9.13 - 15.27),15.68,(12.88 - 18.96)
Region 4R,18.00,(13.87 - 23.03),38.97,(32.65 - 45.68),11.33,(8.41 - 15.11),15.26,(12.18 - 18.94)
Region 5R (San Francisco),*,(* - *),*,(* - *),16.07,(12.00 - 21.18),18.43,(14.35 - 23.35)
Region 6 (Santa Clara),12.59,(9.64 - 16.29),27.58,(22.42 - 33.42),7.28,(5.21 - 10.08),9.92,(7.68 - 12.73)
Region 7R (Contra Costa),17.67,(13.67 - 22.54),34.51,(28.37 - 41.21),9.30,(6.75 - 12.68),12.80,(10.06 - 16.16)
Region 8R (Alameda),15.06,(11.64 - 19.27),31.77,(26.64 - 37.39),9.67,(7.18 - 12.89),12.71,(10.13 - 15.84)
Region 9R (San Mateo),14.89,(10.96 - 19.92),*,(* - *),8.22,(5.79 - 11.54),10.87,(8.20 - 14.29)
Region 10,16.41,(12.73 - 20.89),37.34,(31.45 - 43.63),9.45,(6.96 - 12.69),14.25,(11.52 - 17.51)
Region 11 (Los Angeles),12.13,(10.70 - 13.72),25.81,(23.71 - 28.03),7.75,(6.65 - 9.02),10.58,(9.50 - 11.77)
LA SPA 1 and 5,15.11,(11.40 - 19.75),34.81,(28.69 - 41.49),11.96,(8.85 - 15.96),15.38,(12.14 - 19.30)
LA SPA 2,13.44,(10.56 - 16.96),28.56,(23.95 - 33.66),7.87,(5.92 - 10.40),10.86,(8.78 - 13.37)
LA SPA 3,11.04,(8.37 - 14.44),22.13,(18.12 - 26.73),5.38,(3.88 - 7.41),8.00,(6.31 - 10.10)
LA SPA 4,12.34,(9.28 - 16.23),27.52,(22.11 - 33.68),10.49,(7.80 - 13.96),12.85,(10.04 - 16.32)
LA SPA 6,10.25,(7.50 - 13.87),22.48,(17.57 - 28.29),6.95,(4.87 - 9.83),10.19,(7.81 - 13.19)
LA SPA 7,10.04,(7.49 - 13.32),19.60,(15.48 - 24.50),4.59,(3.24 - 6.48),7.18,(5.54 - 9.25)
LA SPA 8,13.41,(10.42 - 17.09),27.91,(22.86 - 33.59),8.24,(6.09 - 11.07),11.19,(8.86 - 14.05)
Region 12R,16.06,(11.95 - 21.23),*,(* - *),8.05,(5.70 - 11.25),11.55,(8.82 - 15.00)
Regions 13 and 19R,13.24,(10.56 - 16.47),27.30,(22.81 - 32.31),7.08,(5.35 - 9.32),10.57,(8.65 - 12.85)
Region 13 (Riverside),13.46,(10.59 - 16.95),27.85,(23.01 - 33.27),7.22,(5.38 - 9.61),10.74,(8.70 - 13.20)
Region 19R (Imperial),*,(* - *),*,(* - *),*,(* - *),8.34,(5.97 - 11.53)
Region 14 (Orange),12.58,(9.97 - 15.75),25.48,(21.33 - 30.13),5.78,(4.26 - 7.80),8.67,(7.02 - 10.66)
Region 15R (Fresno),11.82,(8.86 - 15.61),*,(* - *),6.86,(4.82 - 9.67),10.28,(7.87 - 13.32)
Region 16R (San Diego),13.30,(10.57 - 16.61),32.55,(28.16 - 37.25),8.62,(6.73 - 10.99),12.81,(10.80 - 15.14)
Region 17R,13.41,(10.42 - 17.08),24.95,(20.47 - 30.04),6.54,(4.81 - 8.83),9.99,(8.04 - 12.36)
Region 18R (San Bernardino),11.44,(8.95 - 14.51),20.44,(16.48 - 25.06),5.23,(3.74 - 7.26),8.04,(6.32 - 10.17)
Region 20R,13.63,(10.34 - 17.75),24.55,(19.41 - 30.54),6.41,(4.54 - 8.99),9.62,(7.42 - 12.38)
Region 21R,15.92,(12.09 - 20.67),38.12,(32.07 - 44.56),10.27,(7.57 - 13.79),15.41,(12.45 - 18.92)
Colorado,17.14,(14.96 - 19.56),35.39,(32.23 - 38.69),9.32,(7.72 - 11.22),13.09,(11.54 - 14.80)
Region 1,14.60,(11.26 - 18.72),34.56,(28.59 - 41.06),7.70,(5.50 - 10.68),12.56,(10.01 - 15.64)
Regions 2 and 7,19.30,(16.24 - 22.79),37.89,(33.72 - 42.24),10.56,(8.45 - 13.13),14.25,(12.20 - 16.58)
Region 3,13.32,(10.16 - 17.27),30.41,(24.57 - 36.94),6.68,(4.62 - 9.55),10.22,(7.93 - 13.08)
Region 4,14.66,(10.54 - 20.03),*,(* - *),7.00,(4.76 - 10.18),10.34,(7.68 - 13.78)
Regions 5 and 6,15.49,(11.56 - 20.46),*,(* - *),9.49,(6.57 - 13.50),13.01,(9.81 - 17.05)
Connecticut,14.44,(12.52 - 16.60),35.39,(32.09 - 38.83),7.43,(6.07 - 9.05),11.20,(9.85 - 12.71)
Eastern,14.78,(11.11 - 19.39),*,(* - *),8.29,(5.88 - 11.56),13.47,(10.65 - 16.89)
North Central,14.65,(11.52 - 18.44),37.57,(32.04 - 43.44),8.23,(6.17 - 10.89),12.10,(9.93 - 14.66)
Northwestern,12.54,(9.49 - 16.40),31.09,(25.45 - 37.35),6.17,(4.37 - 8.66),9.29,(7.26 - 11.82)
South Central,15.56,(12.25 - 19.55),36.63,(31.29 - 42.33),8.05,(6.01 - 10.70),12.00,(9.81 - 14.61)
Southwest,14.42,(11.06 - 18.58),31.25,(25.39 - 37.78),6.08,(4.20 - 8.71),9.11,(7.02 - 11.74)
Delaware,13.03,(11.10 - 15.24),33.29,(30.14 - 36.60),7.19,(5.74 - 8.98),10.93,(9.51 - 12.54)
Kent,11.24,(8.39 - 14.91),24.50,(19.52 - 30.28),5.82,(4.04 - 8.33),8.75,(6.75 - 11.28)
New Castle (excluding Wilmington City),13.33,(10.69 - 16.49),36.52,(32.25 - 41.02),6.73,(5.05 - 8.91),11.27,(9.54 - 13.26)
Sussex,12.95,(9.87 - 16.83),30.27,(24.54 - 36.69),6.95,(4.91 - 9.74),9.57,(7.38 - 12.34)
Wilmington City,15.09,(10.90 - 20.52),*,(* - *),*,(* - *),16.53,(12.44 - 21.64)
District of Columbia,13.25,(11.44 - 15.31),35.98,(32.75 - 39.34),10.95,(9.10 - 13.12),15.43,(13.69 - 17.35)
Ward 1,13.50,(9.71 - 18.48),*,(* - *),14.42,(10.76 - 19.05),18.46,(14.72 - 22.90)
Ward 2,*,(* - *),42.29,(36.44 - 48.37),12.56,(9.21 - 16.89),20.40,(16.99 - 24.29)
Ward 3,17.85,(13.42 - 23.34),*,(* - *),9.89,(7.09 - 13.62),14.90,(11.87 - 18.54)
Ward 4,12.97,(9.62 - 17.28),*,(* - *),7.90,(5.57 - 11.10),10.83,(8.26 - 14.08)
Ward 5,13.89,(10.41 - 18.29),*,(* - *),11.42,(8.22 - 15.66),15.51,(12.15 - 19.61)
Ward 6,*,(* - *),*,(* - *),10.07,(6.99 - 14.30),13.07,(9.80 - 17.22)
Ward 7,12.03,(9.09 - 15.75),*,(* - *),10.03,(7.19 - 13.82),13.05,(10.07 - 16.75)
Ward 8,12.77,(9.93 - 16.27),*,(* - *),11.76,(8.44 - 16.16),16.19,(12.77 - 20.32)
Florida,12.24,(11.21 - 13.36),26.94,(25.39 - 28.55),6.64,(5.85 - 7.54),9.25,(8.49 - 10.07)
Region A - Northwest,12.58,(10.42 - 15.11),30.94,(27.27 - 34.87),7.59,(6.08 - 9.44),11.50,(9.87 - 13.37)
Circuit 1,11.77,(8.84 - 15.50),28.31,(22.97 - 34.33),6.15,(4.40 - 8.54),9.43,(7.39 - 11.95)
Circuit 2,14.55,(10.87 - 19.20),36.61,(30.85 - 42.78),10.80,(7.82 - 14.72),16.68,(13.47 - 20.47)
Circuit 14,12.13,(9.03 - 16.12),*,(* - *),7.18,(5.07 - 10.09),9.61,(7.26 - 12.62)
Region B - Northeast,13.62,(11.66 - 15.84),29.65,(26.52 - 32.98),7.61,(6.28 - 9.19),10.98,(9.58 - 12.56)
Circuits 3 and 8,12.54,(9.45 - 16.48),28.76,(23.71 - 34.39),7.28,(5.27 - 9.97),11.82,(9.49 - 14.62)
Circuit 4,13.51,(10.83 - 16.73),29.19,(24.44 - 34.45),8.30,(6.30 - 10.87),11.28,(9.16 - 13.82)
Circuit 7,14.49,(11.20 - 18.55),31.23,(25.77 - 37.27),6.96,(5.08 - 9.47),10.07,(7.96 - 12.66)
Region C - Central,11.99,(10.53 - 13.62),26.69,(24.29 - 29.22),6.43,(5.42 - 7.61),9.00,(7.96 - 10.15)
Circuit 5,12.73,(9.73 - 16.49),28.17,(23.03 - 33.95),5.66,(4.14 - 7.71),8.11,(6.40 - 10.23)
