Total United States,1.64,,6.75,,1.71,,2.46,
Northeast,1.52,(1.33 - 1.74),7.56,(7.04 - 8.11),1.87,(1.63 - 2.14),2.66,(2.44 - 2.91)
Midwest,1.54,(1.37 - 1.72),6.45,(6.07 - 6.86),1.64,(1.46 - 1.85),2.37,(2.20 - 2.56)
South,1.68,(1.50 - 1.89),6.44,(6.06 - 6.83),1.72,(1.54 - 1.93),2.42,(2.25 - 2.60)
West,1.74,(1.51 - 2.02),6.91,(6.37 - 7.48),1.63,(1.40 - 1.89),2.44,(2.22 - 2.68)
Alabama,1.52,(1.07 - 2.15),5.85,(4.60 - 7.41),1.59,(1.13 - 2.22),2.22,(1.75 - 2.82)
Region 1,1.67,(0.94 - 2.93),5.53,(3.66 - 8.29),1.3,(0.79 - 2.12),1.87,(1.29 - 2.70)
Region 2,1.61,(0.96 - 2.68),5.82,(4.09 - 8.22),1.69,(1.03 - 2.76),2.31,(1.61 - 3.31)
Region 3,1.06,(0.59 - 1.89),5.3,(3.48 - 7.99),1.85,(1.08 - 3.15),2.46,(1.65 - 3.66)
Region 4,1.62,(0.95 - 2.73),6.83,(4.70 - 9.83),1.62,(0.94 - 2.79),2.35,(1.59 - 3.46)
Alaska,1.71,(1.14 - 2.56),7.63,(6.13 - 9.47),1.93,(1.29 - 2.86),2.85,(2.21 - 3.66)
Gulf Coast,1.67,(0.92 - 2.99),6.48,(4.07 - 10.17),1.34,(0.69 - 2.59),2.03,(1.26 - 3.27)
Rural,0.98,(0.49 - 1.95),3.03,(1.81 - 5.05),1.91,(1.01 - 3.61),2.13,(1.27 - 3.54)
Southeast,1.81,(1.00 - 3.25),6.85,(4.36 - 10.62),1.63,(0.89 - 2.98),2.35,(1.50 - 3.65)
Urban,1.85,(1.14 - 2.99),8.78,(6.87 - 11.15),2.1,(1.33 - 3.29),3.2,(2.42 - 4.23)
Arizona,2.37,(1.63 - 3.42),8.35,(6.67 - 10.40),2,(1.42 - 2.82),2.96,(2.34 - 3.75)
Maricopa,2.41,(1.54 - 3.77),8.4,(6.44 - 10.89),1.93,(1.26 - 2.96),2.95,(2.23 - 3.90)
Pima,2.77,(1.50 - 5.08),9.5,(6.38 - 13.92),2.72,(1.63 - 4.53),3.76,(2.54 - 5.54)
Rural North,2.11,(1.17 - 3.77),7.65,(5.01 - 11.50),1.83,(1.04 - 3.21),2.62,(1.71 - 4.00)
Rural South,1.88,(1.02 - 3.46),6.95,(4.33 - 10.96),1.55,(0.87 - 2.72),2.27,(1.46 - 3.52)
Arkansas,1.6,(1.12 - 2.29),6.39,(5.04 - 8.06),1.35,(0.95 - 1.91),2.1,(1.66 - 2.66)
Areas 1 and 2,2.16,(1.22 - 3.81),8.19,(5.56 - 11.91),1.18,(0.67 - 2.08),2.27,(1.57 - 3.28)
Areas 3 and 4,1.71,(0.96 - 3.00),5.9,(3.89 - 8.85),1.14,(0.67 - 1.94),1.85,(1.26 - 2.69)
Areas 5 and 6,1.63,(0.88 - 2.99),5.82,(3.86 - 8.67),1.07,(0.61 - 1.89),1.82,(1.22 - 2.69)
"Areas 7, 12, and 13",1.12,(0.59 - 2.11),5.63,(3.60 - 8.71),2.2,(1.25 - 3.82),2.72,(1.74 - 4.23)
"Areas 8, 10, and 11",1.36,(0.76 - 2.43),6.11,(4.19 - 8.82),1.25,(0.71 - 2.21),1.92,(1.29 - 2.85)
Area 9,1.48,(0.84 - 2.59),6.3,(4.24 - 9.26),1.45,(0.84 - 2.49),2.15,(1.46 - 3.16)
California,1.63,(1.29 - 2.05),6.51,(5.69 - 7.44),1.62,(1.28 - 2.05),2.38,(2.05 - 2.77)
Region 1,2.3,(1.32 - 3.96),8.88,(5.97 - 13.01),1.57,(0.91 - 2.71),2.65,(1.81 - 3.87)
Region 2,1.66,(0.98 - 2.81),7.96,(5.96 - 10.56),2.21,(1.38 - 3.52),3.06,(2.19 - 4.25)
Region 3,1.66,(0.95 - 2.88),5.39,(3.56 - 8.08),1.26,(0.71 - 2.22),1.91,(1.28 - 2.86)
Region 4,1.7,(0.98 - 2.92),6.76,(4.60 - 9.83),2.07,(1.27 - 3.36),2.64,(1.79 - 3.87)
Region 5,1.88,(1.14 - 3.08),6.78,(4.78 - 9.52),1.74,(1.11 - 2.72),2.43,(1.73 - 3.41)
Region 6 (Santa Clara),1.58,(0.92 - 2.70),5.5,(3.73 - 8.03),1.43,(0.88 - 2.34),2.01,(1.39 - 2.91)
Region 7,1.76,(1.01 - 3.04),7.03,(4.79 - 10.21),1.71,(1.01 - 2.88),2.62,(1.80 - 3.78)
Region 8,1.72,(1.03 - 2.84),6.82,(4.72 - 9.76),1.66,(1.02 - 2.69),2.58,(1.83 - 3.64)
Region 9,1.69,(0.96 - 2.95),6.85,(4.62 - 10.04),1.44,(0.85 - 2.45),2.38,(1.64 - 3.46)
Region 10,1.78,(1.04 - 3.03),8.53,(5.90 - 12.18),1.49,(0.88 - 2.51),2.62,(1.84 - 3.70)
Region 11 (Los Angeles),1.23,(0.79 - 1.89),5.5,(4.33 - 6.96),1.53,(1.02 - 2.31),2.17,(1.66 - 2.84)
Region 12,1.81,(1.09 - 3.00),6.36,(4.46 - 9.01),1.45,(0.87 - 2.40),2.29,(1.61 - 3.26)
Region 13 (Riverside),1.82,(1.10 - 2.99),6.85,(4.80 - 9.70),1.35,(0.80 - 2.27),2.19,(1.54 - 3.11)
Region 14 (Orange),2.09,(1.27 - 3.43),6.6,(4.70 - 9.20),1.45,(0.88 - 2.40),2.22,(1.56 - 3.14)
Region 15,1.67,(1.02 - 2.72),7.04,(5.16 - 9.53),1.63,(1.04 - 2.54),2.54,(1.88 - 3.43)
Colorado,1.84,(1.29 - 2.63),8.26,(6.57 - 10.33),1.98,(1.39 - 2.82),2.91,(2.29 - 3.70)
Region 1,1.68,(0.97 - 2.90),7.77,(5.20 - 11.46),1.57,(0.91 - 2.70),2.66,(1.82 - 3.88)
Regions 2 and 7,2.03,(1.27 - 3.22),8.92,(6.74 - 11.71),2.23,(1.44 - 3.43),3.19,(2.36 - 4.31)
Region 3,1.63,(0.92 - 2.85),7.44,(4.78 - 11.41),1.61,(0.91 - 2.85),2.46,(1.61 - 3.75)
Region 4,1.56,(0.86 - 2.81),6.8,(4.28 - 10.63),1.67,(0.94 - 2.98),2.37,(1.51 - 3.68)
Regions 5 and 6,1.62,(0.91 - 2.86),7.37,(4.75 - 11.27),1.81,(1.04 - 3.15),2.62,(1.72 - 3.98)
