Total United States,68.17,,69.99,,75.67,,74.83,
Northeast,68.48,(67.45 - 69.49),70.5,(69.50 - 71.49),77.3,(76.39 - 78.18),76.35,(75.53 - 77.14)
Midwest,67.36,(66.57 - 68.15),66.98,(66.17 - 67.78),73.06,(72.28 - 73.83),72.14,(71.45 - 72.82)
South,67.6,(66.78 - 68.41),69.42,(68.62 - 70.21),74.68,(73.91 - 75.42),73.9,(73.22 - 74.57)
West,69.56,(68.47 - 70.62),73.38,(72.37 - 74.36),78.47,(77.50 - 79.41),77.69,(76.84 - 78.51)
Alabama,65.29,(62.20 - 68.26),68.74,(65.73 - 71.60),72.87,(69.90 - 75.65),72.26,(69.67 - 74.71)
Region 1,65.96,(61.26 - 70.36),66.29,(61.08 - 71.12),71.23,(66.80 - 75.29),70.57,(66.63 - 74.22)
Region 2,64.28,(59.60 - 68.70),68.43,(63.83 - 72.70),73.49,(69.21 - 77.37),72.72,(68.95 - 76.20)
Region 3,66.64,(61.72 - 71.22),71.04,(65.98 - 75.63),73.09,(68.22 - 77.46),72.73,(68.58 - 76.51)
Region 4,64.75,(60.16 - 69.08),69.9,(64.80 - 74.55),73.93,(69.45 - 77.95),73.36,(69.39 - 76.99)
Alaska,68.16,(64.89 - 71.25),66.79,(63.66 - 69.79),72.52,(69.51 - 75.33),71.59,(69.00 - 74.05)
Gulf Coast,65.76,(60.10 - 71.01),*,(* - *),71.44,(65.70 - 76.55),70.22,(65.06 - 74.90)
Rural,59.38,(53.14 - 65.32),*,(* - *),67.33,(61.07 - 73.03),65.12,(59.84 - 70.05)
Southeast,70.01,(64.71 - 74.82),68.28,(61.86 - 74.07),75.3,(70.16 - 79.80),74.33,(69.76 - 78.43)
Urban,70.08,(66.21 - 73.67),69.27,(65.61 - 72.70),73.01,(69.55 - 76.22),72.39,(69.41 - 75.19)
Arizona,65.35,(62.06 - 68.51),70.44,(67.31 - 73.38),78.35,(75.69 - 80.79),77.15,(74.81 - 79.33)
Maricopa,65.57,(61.59 - 69.34),70.73,(66.97 - 74.23),79.52,(76.36 - 82.35),78.13,(75.39 - 80.65)
Pima,66.7,(61.32 - 71.69),70.96,(65.25 - 76.08),78.36,(74.01 - 82.16),77.23,(73.36 - 80.69)
Rural North,65.07,(59.61 - 70.16),67.75,(61.65 - 73.30),73.88,(68.77 - 78.42),73.05,(68.49 - 77.16)
