Total United States,38.68,,32.4,,43.41,,41.77,
Northeast,37.2,(36.20 - 38.21),29.33,(28.38 - 30.31),41.57,(40.53 - 42.62),39.86,(38.95 - 40.77)
Midwest,36.38,(35.60 - 37.16),27.44,(26.72 - 28.17),39.13,(38.32 - 39.95),37.36,(36.66 - 38.07)
South,40.81,(39.99 - 41.65),35.25,(34.47 - 36.04),46.38,(45.55 - 47.21),44.73,(44.01 - 45.45)
West,38.74,(37.64 - 39.84),35.17,(34.12 - 36.24),44.43,(43.32 - 45.55),43,(42.05 - 43.96)
Alabama,43.11,(39.99 - 46.28),37.36,(34.33 - 40.49),47.84,(44.53 - 51.17),46.28,(43.40 - 49.19)
Region 1,41.73,(36.85 - 46.77),36.13,(31.16 - 41.42),45.62,(40.43 - 50.89),44.34,(39.73 - 49.04)
Region 2,43.05,(38.33 - 47.90),37.58,(32.95 - 42.44),49.27,(44.39 - 54.17),47.5,(43.22 - 51.82)
Region 3,45.88,(40.59 - 51.26),38.42,(33.27 - 43.84),49.67,(44.25 - 55.09),47.67,(43.00 - 52.37)
Region 4,42.41,(37.60 - 47.37),37.44,(32.32 - 42.87),47.26,(41.98 - 52.59),45.88,(41.19 - 50.63)
Alaska,35.86,(32.43 - 39.45),29.89,(26.85 - 33.12),40.03,(36.77 - 43.38),38.39,(35.57 - 41.30)
Gulf Coast,33.68,(28.08 - 39.79),*,(* - *),37.36,(31.34 - 43.81),36.19,(30.81 - 41.94)
Rural,39.49,(33.35 - 45.99),*,(* - *),41.28,(35.05 - 47.81),40.07,(34.56 - 45.84)
Southeast,34.69,(29.18 - 40.65),28.21,(22.79 - 34.36),40.08,(34.34 - 46.10),38.45,(33.31 - 43.87)
Urban,35.73,(31.71 - 39.96),29.38,(25.91 - 33.10),40.33,(36.55 - 44.23),38.51,(35.26 - 41.88)
Arizona,36.02,(32.87 - 39.30),31.36,(28.39 - 34.50),43.69,(40.43 - 47.00),41.82,(39.00 - 44.70)
Maricopa,36.03,(32.24 - 40.00),31.82,(28.22 - 35.65),43.91,(40.01 - 47.90),42.01,(38.64 - 45.46)
Pima,33.83,(28.47 - 39.63),27.62,(22.62 - 33.24),43.69,(38.01 - 49.54),41.24,(36.23 - 46.44)
Rural North,37.19,(31.79 - 42.92),29.94,(24.55 - 35.95),40.72,(34.88 - 46.83),39.25,(34.04 - 44.71)
Rural South,37.64,(31.56 - 44.13),*,(* - *),45.5,(39.19 - 51.95),44.21,(38.51 - 50.06)
Arkansas,37.99,(34.89 - 41.18),32.84,(29.89 - 35.93),45.38,(42.03 - 48.77),43.51,(40.60 - 46.46)
Areas 1 and 2,35.62,(30.34 - 41.29),30.76,(25.70 - 36.33),43.96,(38.45 - 49.62),41.9,(37.08 - 46.88)
Areas 3 and 4,37.27,(32.15 - 42.70),29.51,(24.42 - 35.18),44.1,(38.39 - 49.97),41.94,(36.91 - 47.14)
Areas 5 and 6,34.11,(28.92 - 39.71),28.34,(23.70 - 33.49),42.13,(36.61 - 47.86),39.97,(35.18 - 44.95)
"Areas 7, 12, and 13",42.34,(36.82 - 48.06),39.32,(33.44 - 45.52),48.22,(42.52 - 53.96),46.86,(41.81 - 51.98)
"Areas 8, 10, and 11",38.61,(33.27 - 44.23),36,(30.69 - 41.66),47.7,(42.09 - 53.38),46.09,(41.11 - 51.15)
Area 9,41.14,(36.07 - 46.40),35.59,(30.30 - 41.25),47.05,(41.90 - 52.28),45.39,(40.81 - 50.05)
California,40.09,(38.39 - 41.81),38.54,(36.86 - 40.25),46.71,(44.89 - 48.53),45.44,(43.89 - 47.00)
Region 1,35.33,(30.39 - 40.60),28.77,(23.55 - 34.63),38.28,(32.82 - 44.06),36.88,(31.98 - 42.07)
Region 2,38.9,(35.01 - 42.94),35.34,(31.25 - 39.66),43.3,(39.09 - 47.60),42.13,(38.42 - 45.92)
Region 3,38.26,(33.45 - 43.32),40.99,(35.43 - 46.79),47.69,(42.43 - 53.00),46.62,(41.96 - 51.34)
Region 4,39.35,(34.39 - 44.55),34.91,(29.59 - 40.63),42.32,(37.59 - 47.20),41.42,(37.12 - 45.87)
Region 5,40.87,(36.53 - 45.36),39.29,(34.47 - 44.34),45.58,(41.34 - 49.88),44.71,(40.89 - 48.60)
Region 6 (Santa Clara),38.98,(34.15 - 44.03),33.55,(28.29 - 39.25),45.17,(40.41 - 50.02),43.52,(39.27 - 47.86)
Region 7,40.34,(34.87 - 46.06),39.5,(33.88 - 45.41),46.05,(40.58 - 51.62),44.94,(40.08 - 49.89)
Region 8,38.44,(33.86 - 43.23),42.5,(37.33 - 47.84),48.94,(44.02 - 53.88),47.79,(43.46 - 52.15)
Region 9,37.82,(32.65 - 43.29),36.14,(30.99 - 41.63),45.33,(39.81 - 50.96),43.73,(38.90 - 48.69)
Region 10,40.23,(35.19 - 45.50),41.27,(35.71 - 47.06),46.49,(40.99 - 52.07),45.65,(40.79 - 50.60)
Region 11 (Los Angeles),41.2,(38.24 - 44.23),41.77,(38.90 - 44.71),49.71,(46.66 - 52.76),48.43,(45.82 - 51.04)
Region 12,42.05,(37.42 - 46.82),39.34,(34.38 - 44.52),52,(47.29 - 56.68),49.82,(45.70 - 53.95)
Region 13 (Riverside),40.61,(35.94 - 45.44),38.3,(33.26 - 43.60),47.14,(42.15 - 52.19),45.8,(41.39 - 50.27)
Region 14 (Orange),41.91,(37.39 - 46.57),39.94,(35.29 - 44.79),44.61,(40.19 - 49.12),43.92,(40.02 - 47.89)
Region 15,38.75,(34.46 - 43.22),32.98,(28.89 - 37.34),46.48,(42.29 - 50.72),44.2,(40.59 - 47.86)
Colorado,33.98,(30.97 - 37.12),29.09,(26.10 - 32.27),39.24,(36.09 - 42.48),37.74,(34.98 - 40.57)
Region 1,32.6,(27.46 - 38.20),28.07,(23.03 - 33.73),40.2,(34.75 - 45.90),38.06,(33.29 - 43.08)
Regions 2 and 7,34.11,(30.34 - 38.10),28.86,(25.15 - 32.87),39.03,(35.23 - 42.97),37.56,(34.22 - 41.03)
Region 3,35.05,(29.59 - 40.92),30.19,(24.97 - 35.97),38.45,(32.94 - 44.27),37.24,(32.32 - 42.43)
Region 4,34.11,(28.40 - 40.31),32.02,(26.01 - 38.68),42.76,(36.49 - 49.26),41.3,(35.65 - 47.19)
Regions 5 and 6,33.58,(28.11 - 39.53),28.81,(23.43 - 34.87),38.41,(32.77 - 44.37),37,(32.01 - 42.29)
Connecticut,35.35,(32.55 - 38.26),30.37,(27.26 - 33.66),40.91,(37.53 - 44.38),39.52,(36.53 - 42.58)
Eastern,34.56,(29.40 - 40.10),26.54,(21.18 - 32.71),39.41,(33.76 - 45.37),37.23,(32.31 - 42.43)
North Central,37.25,(32.53 - 42.23),32.41,(27.69 - 37.50),42.83,(37.62 - 48.21),41.49,(36.85 - 46.30)
Northwestern,32.1,(27.59 - 36.98),27.12,(22.43 - 32.39),37.86,(32.42 - 43.63),36.56,(31.66 - 41.75)
South Central,35.65,(31.22 - 40.34),29.57,(24.77 - 34.86),40.98,(35.99 - 46.16),39.41,(35.01 - 43.99)
Southwest,35.84,(30.99 - 40.99),34.52,(29.05 - 40.43),41.63,(36.07 - 47.41),40.78,(35.77 - 45.98)
Delaware,37.57,(34.48 - 40.78),31.96,(28.78 - 35.31),42.93,(39.79 - 46.13),41.33,(38.57 - 44.14)
Kent,38.91,(33.74 - 44.35),35.12,(30.04 - 40.55),43.49,(37.96 - 49.19),42.17,(37.37 - 47.12)
New Castle (excluding Wilmington City),34.52,(30.66 - 38.59),27.86,(24.17 - 31.88),40.31,(36.48 - 44.26),38.37,(35.04 - 41.82)
Sussex,39.94,(34.73 - 45.38),36.97,(31.28 - 43.04),45.76,(40.20 - 51.42),44.79,(39.69 - 49.99)
Wilmington City,46.93,(40.83 - 53.12),*,(* - *),49.86,(43.39 - 56.33),48.5,(42.71 - 54.33)
District of Columbia,43.54,(40.19 - 46.95),31.84,(28.65 - 35.21),44.91,(41.72 - 48.15),42.82,(40.05 - 45.64)
Ward 1,43,(36.69 - 49.54),*,(* - *),44.84,(39.09 - 50.72),43.13,(38.01 - 48.40)
Ward 2,*,(* - *),22.81,(18.78 - 27.42),37.96,(32.84 - 43.36),34.19,(30.03 - 38.61)
Ward 3,34.1,(28.46 - 40.22),19.55,(15.31 - 24.63),35.6,(30.53 - 41.03),33.06,(28.61 - 37.84)
Ward 4,41.78,(35.91 - 47.90),*,(* - *),48.28,(42.34 - 54.26),47.26,(41.74 - 52.84)
Ward 5,43.28,(37.25 - 49.52),36.98,(31.24 - 43.11),50.4,(45.06 - 55.74),48.47,(43.73 - 53.25)
Ward 6,45.33,(38.90 - 51.93),33.83,(27.71 - 40.53),43.95,(38.33 - 49.73),42.62,(37.53 - 47.87)
Ward 7,46.7,(41.59 - 51.89),*,(* - *),51.99,(46.09 - 57.84),50.94,(45.61 - 56.26)
Ward 8,46.74,(41.56 - 52.00),44.91,(38.45 - 51.55),51.92,(46.13 - 57.65),50.65,(45.60 - 55.69)
Florida,39.09,(37.49 - 40.72),37.7,(36.09 - 39.35),46.39,(44.62 - 48.16),45.26,(43.69 - 46.83)
Region A,37.93,(34.64 - 41.33),33.9,(30.61 - 37.35),44.31,(40.83 - 47.84),42.47,(39.46 - 45.54)
Circuit 1,37.87,(33.03 - 42.97),33.75,(28.43 - 39.52),44.09,(39.05 - 49.25),42.49,(38.02 - 47.08)
Circuit 2,38.83,(33.75 - 44.17),34.11,(29.44 - 39.10),44.68,(39.21 - 50.28),42.15,(37.64 - 46.80)
Circuit 14,36.64,(31.26 - 42.39),33.79,(28.30 - 39.75),44.36,(38.84 - 50.03),42.87,(37.92 - 47.96)
Region B,38.86,(35.92 - 41.88),33.53,(30.67 - 36.52),44.45,(41.26 - 47.68),42.75,(39.97 - 45.57)
Circuits 3 and 8,38.47,(33.31 - 43.91),31.48,(26.77 - 36.60),44.37,(39.01 - 49.87),41.63,(37.11 - 46.30)
Circuit 4,41.15,(36.87 - 45.57),34.99,(30.54 - 39.72),45.39,(40.86 - 49.99),43.77,(39.80 - 47.83)
Circuit 7,35.42,(30.87 - 40.25),33.65,(28.88 - 38.78),43.3,(38.02 - 48.73),42.18,(37.39 - 47.12)
Region C,38.34,(35.90 - 40.84),35.2,(32.71 - 37.77),44.34,(41.84 - 46.87),43.18,(40.94 - 45.45)
Circuit 5,36.54,(32.16 - 41.16),33.47,(28.72 - 38.57),45.07,(39.98 - 50.27),44,(39.31 - 48.81)
Circuit 9,40.92,(36.61 - 45.37),36.46,(32.34 - 40.79),46.17,(41.50 - 50.91),44.53,(40.50 - 48.65)
Circuit 10,37.91,(33.04 - 43.05),37.8,(32.27 - 43.68),45.36,(40.17 - 50.65),44.38,(39.70 - 49.16)
Circuit 18,37.52,(32.96 - 42.31),32.2,(27.73 - 37.03),41.58,(36.91 - 46.40),40.44,(36.25 - 44.78)
Circuit 19,36.08,(31.13 - 41.36),35.07,(29.98 - 40.51),42.68,(37.41 - 48.12),41.91,(37.05 - 46.93)
Region D,40.86,(38.54 - 43.22),42.99,(40.42 - 45.59),50.72,(48.17 - 53.27),49.76,(47.46 - 52.06)
Circuits 11 and 16,41.28,(37.78 - 44.87),45.37,(41.45 - 49.35),55.6,(51.70 - 59.43),54.21,(50.74 - 57.63)
Circuit 15 (Palm Beach),40.61,(36.38 - 44.99),40.29,(35.83 - 44.92),44.41,(40.04 - 48.87),43.97,(39.96 - 48.07)
Circuit 17 (Broward),40.39,(36.63 - 44.26),40.77,(36.67 - 45.01),48.41,(44.53 - 52.32),47.49,(43.97 - 51.03)
Region E,37.98,(35.49 - 40.53),37.83,(35.04 - 40.71),44.36,(41.60 - 47.15),43.63,(41.14 - 46.16)
Circuit 6,36.44,(32.49 - 40.57),33.79,(29.25 - 38.66),44.87,(40.31 - 49.51),43.77,(39.59 - 48.04)
Circuit 12,34.97,(30.07 - 40.21),36.71,(31.19 - 42.60),41.64,(36.39 - 47.08),41.18,(36.30 - 46.23)
Circuit 13 (Hillsborough),41.33,(36.90 - 45.91),41.44,(36.84 - 46.19),48,(43.40 - 52.64),47.02,(42.97 - 51.11)
Circuit 20,37.31,(32.69 - 42.18),38.23,(33.28 - 43.43),42.1,(37.16 - 47.20),41.71,(37.16 - 46.41)
Georgia,44.58,(41.38 - 47.83),38.68,(35.60 - 41.84),48.64,(45.22 - 52.08),47.12,(44.13 - 50.13)
Region 1,41.74,(36.64 - 47.03),35.94,(30.47 - 41.81),45.75,(40.07 - 51.54),44.37,(39.33 - 49.53)
Region 2,44.17,(38.93 - 49.53),36.53,(31.35 - 42.03),48.74,(43.09 - 54.42),46.84,(41.92 - 51.82)
Region 3,46.46,(41.81 - 51.18),40.23,(35.78 - 44.84),49.54,(44.89 - 54.20),48.15,(44.05 - 52.27)
Region 4,43.99,(38.58 - 49.55),39.94,(34.51 - 45.64),48.48,(42.76 - 54.25),47.18,(42.10 - 52.32)
Region 5,42.8,(37.31 - 48.47),37.87,(31.92 - 44.21),48.7,(42.89 - 54.55),46.86,(41.78 - 52.00)
Hawaii,40.74,(37.37 - 44.20),32.14,(28.84 - 35.62),40.92,(37.34 - 44.60),39.76,(36.58 - 43.02)
Hawaii Island,38.27,(32.58 - 44.30),30.83,(25.10 - 37.22),42.79,(36.72 - 49.07),41.36,(35.88 - 47.06)
Honolulu,41.08,(37.21 - 45.08),32.08,(28.33 - 36.08),40.23,(36.10 - 44.50),39.1,(35.47 - 42.85)
Kauai and Maui**,41.39,(36.25 - 46.72),33.51,(28.37 - 39.07),42.5,(37.16 - 48.02),41.46,(36.60 - 46.48)
Maui,42.23,(36.28 - 48.40),33.45,(27.63 - 39.81),42.06,(35.94 - 48.43),41.04,(35.49 - 46.82)
Idaho,39.45,(36.39 - 42.61),29.38,(26.60 - 32.32),41.82,(38.62 - 45.09),39.75,(37.01 - 42.55)
Region 1,36.25,(30.89 - 41.97),26.08,(20.99 - 31.90),39.98,(34.50 - 45.72),38.2,(33.29 - 43.35)
Region 2,38.56,(32.60 - 44.88),24.63,(19.67 - 30.37),41.02,(34.90 - 47.43),37.98,(32.73 - 43.51)
Region 3,37.23,(32.42 - 42.30),31.69,(26.50 - 37.39),41.38,(36.35 - 46.59),39.84,(35.39 - 44.46)
Region 4,38.41,(33.45 - 43.62),27.2,(23.10 - 31.74),39.86,(35.05 - 44.86),37.78,(33.61 - 42.14)
Region 5,41.15,(35.47 - 47.07),31.27,(25.60 - 37.56),43.44,(37.74 - 49.31),41.6,(36.54 - 46.85)
Region 6,40.85,(35.06 - 46.91),27.69,(22.79 - 33.20),45.12,(39.17 - 51.21),41.79,(36.74 - 47.02)
Region 7,43.98,(38.23 - 49.89),36.63,(30.68 - 43.02),45.54,(39.41 - 51.81),43.68,(38.51 - 48.99)
Illinois,37.89,(36.28 - 39.53),31.26,(29.65 - 32.92),39.83,(38.13 - 41.55),38.53,(37.08 - 40.01)
Region I (Cook),41.67,(39.18 - 44.20),35.09,(32.53 - 37.74),42.68,(40.08 - 45.33),41.52,(39.28 - 43.80)
Region II,34.14,(31.60 - 36.78),28.96,(26.37 - 31.70),37.22,(34.56 - 39.97),36.04,(33.71 - 38.44)
Region III,36.57,(32.79 - 40.53),25.04,(21.85 - 28.51),38.18,(34.34 - 42.16),35.9,(32.64 - 39.30)
Region IV,36.72,(32.47 - 41.18),28.38,(24.39 - 32.73),38.37,(33.99 - 42.94),36.93,(33.04 - 41.00)
Region V,36.3,(32.46 - 40.32),31.16,(27.50 - 35.07),38.14,(33.91 - 42.55),37.1,(33.42 - 40.93)
Indiana,36.68,(33.72 - 39.73),29.82,(27.01 - 32.80),41.46,(38.26 - 44.73),39.68,(36.89 - 42.52)
Central,39.19,(34.51 - 44.08),32.52,(27.79 - 37.64),42.88,(37.95 - 47.97),41.41,(37.04 - 45.92)
East,35.64,(30.16 - 41.53),28.6,(23.41 - 34.42),41.45,(35.77 - 47.37),39.46,(34.44 - 44.72)
North Central,37.23,(31.90 - 42.88),30.31,(25.05 - 36.15),41.7,(36.19 - 47.43),40,(35.13 - 45.07)
Northeast,37.12,(31.92 - 42.64),29.3,(24.14 - 35.06),41.13,(35.48 - 47.03),39.35,(34.35 - 44.59)
Northwest,35.87,(30.93 - 41.12),32.33,(27.16 - 37.99),43.11,(37.55 - 48.85),41.59,(36.60 - 46.75)
Southeast,35.29,(30.21 - 40.73),29.48,(23.86 - 35.79),41.17,(35.54 - 47.04),39.57,(34.50 - 44.87)
Southwest,34.55,(28.89 - 40.68),28.05,(22.71 - 34.09),37.76,(32.00 - 43.89),36.36,(31.22 - 41.84)
West,34.54,(29.38 - 40.09),25.9,(21.28 - 31.14),39.29,(33.78 - 45.10),36.36,(31.73 - 41.27)
Iowa,34.7,(31.69 - 37.85),23.2,(20.64 - 25.98),37.84,(34.90 - 40.87),35.57,(33.01 - 38.22)
Central,35.4,(30.45 - 40.69),23.5,(19.16 - 28.47),38.59,(33.46 - 43.98),36.35,(31.81 - 41.15)
North Central,34.05,(28.66 - 39.89),21.35,(17.05 - 26.37),37.83,(32.43 - 43.55),34.78,(30.14 - 39.72)
Northeast,35.59,(31.12 - 40.34),22.62,(18.84 - 26.90),37,(32.43 - 41.83),34.75,(30.77 - 38.95)
