Total United States,2.7,,5.58,,1.26,,1.9,
Northeast,2.75,(2.47 - 3.05),6.08,(5.62 - 6.58),1.25,(1.07 - 1.46),1.93,(1.75 - 2.12)
Midwest,2.54,(2.32 - 2.77),5.3,(4.95 - 5.68),1.24,(1.09 - 1.41),1.85,(1.71 - 2.01)
South,2.54,(2.33 - 2.77),5.31,(4.99 - 5.66),1.26,(1.11 - 1.42),1.86,(1.72 - 2.00)
West,3.07,(2.72 - 3.47),5.89,(5.39 - 6.44),1.28,(1.08 - 1.51),1.99,(1.80 - 2.20)
Alabama,2.74,(2.04 - 3.68),5.4,(4.18 - 6.96),1.28,(0.89 - 1.84),1.89,(1.47 - 2.43)
Region 1,3.3,(2.11 - 5.12),5.36,(3.48 - 8.17),1.04,(0.60 - 1.80),1.62,(1.09 - 2.40)
Region 2,2.63,(1.72 - 3.98),5.78,(3.94 - 8.41),1.48,(0.89 - 2.45),2.13,(1.48 - 3.07)
Region 3,2.36,(1.47 - 3.78),5.01,(3.17 - 7.81),1.32,(0.75 - 2.31),1.98,(1.31 - 2.96)
Region 4,2.57,(1.67 - 3.94),5.26,(3.44 - 7.96),1.27,(0.75 - 2.15),1.83,(1.24 - 2.70)
Alaska,3.19,(2.31 - 4.40),6.46,(5.05 - 8.23),1.68,(1.12 - 2.52),2.45,(1.88 - 3.20)
Gulf Coast,3.13,(1.91 - 5.09),7.27,(4.42 - 11.71),1.29,(0.68 - 2.45),2.1,(1.32 - 3.32)
Rural,2.49,(1.44 - 4.27),4.82,(2.80 - 8.16),1.62,(0.83 - 3.12),2.23,(1.36 - 3.64)
Southeast,3.09,(1.89 - 5.00),8.25,(5.22 - 12.78),1.58,(0.84 - 2.94),2.49,(1.61 - 3.84)
Urban,3.37,(2.28 - 4.94),6.38,(4.72 - 8.58),1.79,(1.11 - 2.86),2.55,(1.85 - 3.50)
Arizona,3.35,(2.46 - 4.55),4.84,(3.64 - 6.42),1.06,(0.72 - 1.57),1.64,(1.26 - 2.13)
Maricopa,3.3,(2.27 - 4.78),4.63,(3.26 - 6.53),1.07,(0.66 - 1.73),1.63,(1.17 - 2.27)
Pima,4.25,(2.53 - 7.04),4.85,(2.82 - 8.20),1.14,(0.63 - 2.07),1.71,(1.08 - 2.67)
Rural North,2.87,(1.74 - 4.71),6.58,(4.02 - 10.59),1.01,(0.55 - 1.84),1.77,(1.15 - 2.71)
Rural South,2.93,(1.75 - 4.88),4.43,(2.50 - 7.74),0.97,(0.51 - 1.82),1.43,(0.87 - 2.34)
Arkansas,3.4,(2.56 - 4.49),6.58,(5.15 - 8.37),1.44,(1.01 - 2.05),2.21,(1.74 - 2.80)
Areas 1 and 2,3.45,(2.17 - 5.45),7.35,(4.75 - 11.19),1.4,(0.81 - 2.41),2.33,(1.58 - 3.42)
Areas 3 and 4,3.81,(2.41 - 5.97),6.11,(3.85 - 9.57),1.27,(0.73 - 2.20),1.98,(1.32 - 2.98)
Areas 5 and 6,3.29,(2.07 - 5.21),5.67,(3.66 - 8.68),1.27,(0.74 - 2.16),1.96,(1.33 - 2.88)
"Areas 7, 12, and 13",3.13,(1.93 - 5.03),6.39,(3.97 - 10.13),1.94,(1.12 - 3.33),2.62,(1.72 - 3.96)
"Areas 8, 10, and 11",3.51,(2.22 - 5.50),6.03,(3.88 - 9.25),1.29,(0.73 - 2.26),1.94,(1.28 - 2.93)
Area 9,3.17,(2.04 - 4.89),7.68,(5.00 - 11.61),1.58,(0.93 - 2.68),2.47,(1.67 - 3.62)
California,3.15,(2.62 - 3.77),5.97,(5.21 - 6.84),1.32,(1.02 - 1.69),2.04,(1.75 - 2.38)
Region 1,3.66,(2.39 - 5.57),8.57,(5.54 - 13.02),1.46,(0.81 - 2.59),2.51,(1.66 - 3.76)
Region 2,3.25,(2.23 - 4.72),6.44,(4.64 - 8.88),1.39,(0.86 - 2.23),2.13,(1.54 - 2.95)
Region 3,2.85,(1.84 - 4.39),5.89,(3.78 - 9.08),1.37,(0.78 - 2.38),2.09,(1.40 - 3.10)
Region 4,2.94,(1.91 - 4.51),6.63,(4.28 - 10.14),1.38,(0.80 - 2.36),2.01,(1.33 - 3.02)
Region 5,3.66,(2.43 - 5.49),6.77,(4.63 - 9.81),1.59,(0.97 - 2.60),2.3,(1.60 - 3.30)
Region 6 (Santa Clara),3.22,(2.08 - 4.98),6.47,(4.31 - 9.60),1.2,(0.72 - 2.00),1.95,(1.36 - 2.80)
Region 7,3.23,(2.03 - 5.11),5.94,(3.77 - 9.22),1.5,(0.85 - 2.64),2.26,(1.49 - 3.41)
Region 8,3.22,(2.11 - 4.89),6.86,(4.62 - 10.09),1.44,(0.85 - 2.42),2.41,(1.68 - 3.45)
Region 9,3.29,(2.12 - 5.05),7.01,(4.57 - 10.60),1.35,(0.79 - 2.28),2.33,(1.60 - 3.39)
Region 10,3.62,(2.31 - 5.64),9.28,(6.28 - 13.52),1.35,(0.76 - 2.40),2.62,(1.81 - 3.78)
Region 11 (Los Angeles),3,(2.21 - 4.07),4.82,(3.71 - 6.23),1.26,(0.83 - 1.91),1.83,(1.39 - 2.41)
Region 12,2.71,(1.72 - 4.26),4.38,(2.78 - 6.83),1.19,(0.68 - 2.07),1.74,(1.14 - 2.63)
Region 13 (Riverside),3.83,(2.53 - 5.77),6.99,(4.74 - 10.21),1.18,(0.67 - 2.07),2.07,(1.43 - 2.97)
Region 14 (Orange),2.93,(1.92 - 4.44),5.61,(3.80 - 8.20),1.27,(0.76 - 2.12),1.92,(1.33 - 2.75)
Region 15,2.96,(1.99 - 4.37),6.08,(4.27 - 8.58),1.23,(0.74 - 2.03),2.05,(1.46 - 2.86)
Colorado,3.11,(2.32 - 4.15),6.62,(5.20 - 8.39),1.41,(0.96 - 2.06),2.18,(1.70 - 2.78)
Region 1,2.99,(1.86 - 4.78),6.56,(4.25 - 10.00),1.22,(0.69 - 2.14),2.16,(1.46 - 3.19)
Regions 2 and 7,3.28,(2.23 - 4.79),6.58,(4.74 - 9.07),1.44,(0.88 - 2.34),2.18,(1.57 - 3.02)
Region 3,2.82,(1.75 - 4.51),7.38,(4.69 - 11.44),1.51,(0.84 - 2.71),2.38,(1.56 - 3.61)
Region 4,3,(1.83 - 4.88),6.27,(3.76 - 10.26),1.4,(0.74 - 2.65),2.06,(1.27 - 3.32)
Regions 5 and 6,2.88,(1.76 - 4.68),6.06,(3.74 - 9.68),1.3,(0.72 - 2.33),1.99,(1.28 - 3.09)
Connecticut,3.17,(2.37 - 4.23),8.53,(6.82 - 10.63),1.22,(0.83 - 1.80),2.19,(1.74 - 2.75)
Eastern,3.25,(1.98 - 5.29),*,(* - *),1.25,(0.70 - 2.24),2.52,(1.67 - 3.79)
North Central,2.9,(1.84 - 4.54),8.09,(5.62 - 11.51),1.29,(0.74 - 2.26),2.16,(1.51 - 3.10)
Northwestern,3.31,(2.09 - 5.20),10.01,(6.74 - 14.61),1.14,(0.64 - 2.04),2.22,(1.54 - 3.19)
South Central,3.08,(1.99 - 4.74),7.93,(5.34 - 11.63),1.18,(0.66 - 2.10),2.11,(1.45 - 3.07)
Southwest,3.51,(2.24 - 5.45),8.56,(5.67 - 12.72),1.21,(0.67 - 2.18),2.09,(1.40 - 3.11)
Delaware,2.53,(1.88 - 3.39),6.74,(5.27 - 8.59),1.22,(0.85 - 1.75),2.03,(1.61 - 2.56)
Kent,2.57,(1.60 - 4.12),6.48,(4.17 - 9.94),1.43,(0.82 - 2.49),2.23,(1.50 - 3.32)
New Castle (excluding Wilmington City),2.49,(1.67 - 3.71),7.37,(5.39 - 10.00),1.09,(0.65 - 1.80),2.06,(1.53 - 2.78)
Sussex,2.79,(1.76 - 4.38),5.64,(3.54 - 8.86),1.12,(0.63 - 1.99),1.62,(1.06 - 2.47)
Wilmington City,2.16,(1.28 - 3.63),5.49,(3.23 - 9.16),1.88,(1.05 - 3.36),2.45,(1.54 - 3.88)
District of Columbia,1.91,(1.31 - 2.77),5.23,(3.97 - 6.87),2.49,(1.75 - 3.54),2.93,(2.23 - 3.84)
