Total United States,8.53,,9.59,,7.19,,7.55,
Northeast,8.47,(7.96 - 9.00),9.53,(8.92 - 10.17),7.05,(6.49 - 7.65),7.4,(6.90 - 7.93)
Midwest,8.43,(8.03 - 8.85),9.92,(9.39 - 10.47),7.6,(7.11 - 8.13),7.96,(7.53 - 8.40)
South,8.53,(8.14 - 8.94),9.39,(8.91 - 9.88),7.11,(6.66 - 7.59),7.45,(7.05 - 7.86)
West,8.69,(8.13 - 9.29),9.62,(8.92 - 10.37),7.04,(6.46 - 7.67),7.44,(6.93 - 7.98)
Alabama,8.27,(6.96 - 9.80),9.44,(7.72 - 11.50),7.18,(5.80 - 8.85),7.52,(6.26 - 9.00)
Region 1,8.77,(6.76 - 11.29),10.25,(7.66 - 13.58),7.69,(5.72 - 10.27),8.04,(6.22 - 10.33)
Region 2,8.28,(6.38 - 10.68),9.7,(7.42 - 12.58),7.26,(5.32 - 9.83),7.63,(5.86 - 9.86)
Region 3,7.44,(5.59 - 9.84),8.49,(6.26 - 11.41),6.69,(4.75 - 9.35),7.01,(5.26 - 9.29)
Region 4,8.39,(6.42 - 10.89),9.01,(6.70 - 12.03),6.78,(4.92 - 9.27),7.09,(5.39 - 9.28)
Alaska,8.86,(7.30 - 10.71),9.49,(7.70 - 11.63),6.58,(5.15 - 8.37),7.05,(5.77 - 8.58)
Gulf Coast,8.87,(6.57 - 11.87),10.67,(7.70 - 14.60),6.43,(4.44 - 9.23),7.01,(5.12 - 9.51)
Rural,7.42,(5.29 - 10.33),7.44,(5.20 - 10.55),5.73,(3.81 - 8.55),6.06,(4.35 - 8.38)
Southeast,8.55,(6.34 - 11.44),11.09,(8.02 - 15.14),6.59,(4.64 - 9.28),7.21,(5.38 - 9.59)
Urban,9.19,(7.25 - 11.58),9.45,(7.41 - 11.99),6.74,(5.01 - 8.99),7.18,(5.64 - 9.11)
Arizona,8.93,(7.43 - 10.70),9.57,(7.80 - 11.68),7.33,(5.88 - 9.12),7.67,(6.37 - 9.22)
Maricopa,9.01,(7.18 - 11.25),9.59,(7.52 - 12.15),7.76,(5.96 - 10.06),8.05,(6.44 - 10.01)
Pima,9.01,(6.80 - 11.84),9.45,(6.90 - 12.81),7.08,(4.94 - 10.04),7.44,(5.48 - 10.02)
Rural North,8.55,(6.30 - 11.51),10.44,(7.66 - 14.06),6.31,(4.48 - 8.80),6.87,(5.15 - 9.11)
Rural South,8.83,(6.48 - 11.92),8.8,(6.39 - 12.01),6.56,(4.53 - 9.42),6.86,(4.99 - 9.38)
Arkansas,8.39,(7.03 - 9.98),10.8,(8.89 - 13.04),8.23,(6.69 - 10.08),8.61,(7.21 - 10.26)
Areas 1 and 2,9.52,(7.11 - 12.64),11.26,(8.39 - 14.94),9.07,(6.54 - 12.45),9.41,(7.13 - 12.32)
Areas 3 and 4,8.41,(6.34 - 11.07),10.82,(8.06 - 14.37),8.26,(5.87 - 11.49),8.64,(6.47 - 11.45)
Areas 5 and 6,8.09,(5.91 - 10.97),10.62,(7.79 - 14.32),8.6,(6.20 - 11.82),8.92,(6.74 - 11.72)
"Areas 7, 12, and 13",7.7,(5.74 - 10.26),10.5,(7.65 - 14.25),7.07,(5.00 - 9.90),7.59,(5.69 - 10.07)
"Areas 8, 10, and 11",8.93,(6.63 - 11.94),10.29,(7.70 - 13.62),7.28,(5.17 - 10.15),7.69,(5.74 - 10.24)
Area 9,7.64,(5.69 - 10.17),11.06,(8.29 - 14.61),8.62,(6.21 - 11.84),8.97,(6.76 - 11.81)
California,8.35,(7.49 - 9.30),8.64,(7.64 - 9.77),6.25,(5.40 - 7.22),6.62,(5.88 - 7.45)
Region 1,8.4,(6.41 - 10.93),11.2,(8.41 - 14.78),7.67,(5.46 - 10.69),8.19,(6.15 - 10.85)
Region 2,8.57,(6.80 - 10.76),10.24,(8.15 - 12.79),6.02,(4.50 - 8.00),6.64,(5.27 - 8.34)
Region 3,8.91,(6.74 - 11.67),9.6,(7.28 - 12.56),6.89,(4.94 - 9.53),7.32,(5.55 - 9.60)
Region 4,7.41,(5.49 - 9.93),9.27,(7.00 - 12.17),8.62,(6.23 - 11.81),8.7,(6.52 - 11.53)
Region 5,8.1,(6.35 - 10.28),9.49,(7.35 - 12.16),6.69,(4.99 - 8.92),7.08,(5.51 - 9.04)
Region 6 (Santa Clara),7.95,(6.07 - 10.36),8.36,(6.27 - 11.06),5.74,(4.12 - 7.94),6.11,(4.61 - 8.06)
