Total United States,5.61,,17.34,,6.29,,7.93,
Northeast,5.53,(5.11 - 5.98),17.64,(16.86 - 18.45),5.67,(5.26 - 6.12),7.35,(6.96 - 7.75)
Midwest,6.16,(5.81 - 6.52),20.24,(19.54 - 20.95),6.65,(6.27 - 7.05),8.71,(8.37 - 9.06)
South,5,(4.69 - 5.33),15.28,(14.70 - 15.89),6.01,(5.67 - 6.38),7.39,(7.08 - 7.71)
West,6.08,(5.60 - 6.59),17.45,(16.63 - 18.30),6.87,(6.38 - 7.41),8.51,(8.06 - 8.97)
Alabama,5.1,(4.00 - 6.49),12.42,(10.52 - 14.60),5.18,(4.07 - 6.57),6.26,(5.20 - 7.51)
Region 1,5.64,(3.93 - 8.03),12.42,(9.43 - 16.18),4.7,(3.32 - 6.63),5.74,(4.36 - 7.53)
Region 2,5.3,(3.70 - 7.55),12.68,(9.87 - 16.14),5.46,(3.92 - 7.57),6.55,(5.07 - 8.43)
Region 3,3.78,(2.46 - 5.76),11.82,(8.65 - 15.94),5.21,(3.59 - 7.51),6.38,(4.75 - 8.52)
Region 4,5.34,(3.65 - 7.74),12.63,(9.52 - 16.56),5.37,(3.80 - 7.52),6.39,(4.86 - 8.35)
Alaska,6.13,(4.81 - 7.78),16.41,(14.18 - 18.90),6.17,(4.93 - 7.70),7.83,(6.65 - 9.20)
Gulf Coast,6.47,(4.31 - 9.61),*,(* - *),5.8,(3.98 - 8.38),7.33,(5.42 - 9.83)
Rural,4.67,(2.91 - 7.40),*,(* - *),7.24,(4.87 - 10.64),9.18,(6.76 - 12.36)
Southeast,6.6,(4.42 - 9.75),17.87,(13.35 - 23.50),6.63,(4.62 - 9.44),8.18,(6.14 - 10.81)
Urban,6.28,(4.70 - 8.34),15.91,(13.42 - 18.76),5.99,(4.55 - 7.85),7.64,(6.28 - 9.26)
Arizona,5.96,(4.71 - 7.51),17.18,(14.84 - 19.80),7.54,(6.13 - 9.24),9,(7.67 - 10.54)
Maricopa,5.68,(4.19 - 7.65),16.45,(13.68 - 19.64),7.59,(5.96 - 9.64),8.99,(7.46 - 10.79)
Pima,6.85,(4.73 - 9.83),19.41,(14.71 - 25.19),7.92,(5.66 - 10.98),9.67,(7.44 - 12.49)
Rural North,6.45,(4.36 - 9.44),20.71,(15.75 - 26.75),7.88,(5.50 - 11.17),9.63,(7.23 - 12.72)
Rural South,5.67,(3.68 - 8.66),14.57,(10.40 - 20.04),6.43,(4.38 - 9.37),7.53,(5.48 - 10.27)
Arkansas,6,(4.76 - 7.54),16.77,(14.61 - 19.18),5.67,(4.58 - 7.00),7.33,(6.26 - 8.56)
Areas 1 and 2,6.74,(4.56 - 9.85),19.9,(15.48 - 25.21),6.14,(4.40 - 8.50),8.28,(6.47 - 10.54)
Areas 3 and 4,8.12,(5.63 - 11.58),19.29,(14.91 - 24.59),5.88,(4.12 - 8.31),7.87,(6.04 - 10.18)
Areas 5 and 6,5.61,(3.75 - 8.31),14.75,(11.27 - 19.08),5.33,(3.75 - 7.53),6.81,(5.22 - 8.84)
"Areas 7, 12, and 13",4.72,(3.11 - 7.09),14.43,(10.70 - 19.17),6.3,(4.45 - 8.86),7.54,(5.68 - 9.94)
"Areas 8, 10, and 11",5.19,(3.43 - 7.77),17.4,(13.54 - 22.07),5.16,(3.58 - 7.38),6.84,(5.24 - 8.88)
Area 9,5.29,(3.62 - 7.67),14.33,(10.77 - 18.81),5.3,(3.74 - 7.47),6.61,(5.02 - 8.66)
California,5.85,(5.16 - 6.63),16.99,(15.74 - 18.32),6.81,(6.03 - 7.68),8.39,(7.69 - 9.15)
Region 1,6.95,(4.86 - 9.83),22.51,(17.44 - 28.55),7.11,(5.13 - 9.76),9.38,(7.33 - 11.93)
Region 2,6.31,(4.70 - 8.44),21.03,(17.64 - 24.87),8.48,(6.46 - 11.05),10.33,(8.42 - 12.60)
Region 3,6.01,(4.23 - 8.48),15.61,(11.77 - 20.41),6.18,(4.49 - 8.44),7.68,(5.98 - 9.81)
Region 4,5.66,(3.96 - 8.03),19.2,(14.87 - 24.44),7.38,(5.59 - 9.69),8.81,(7.01 - 11.01)
Region 5,6.43,(4.68 - 8.78),17.81,(14.21 - 22.08),7.32,(5.56 - 9.58),8.77,(7.07 - 10.82)
Region 6 (Santa Clara),5.84,(4.14 - 8.17),15.34,(11.80 - 19.70),6.07,(4.49 - 8.16),7.39,(5.82 - 9.35)
Region 7,6.1,(4.09 - 9.00),18.08,(13.57 - 23.69),7.13,(5.09 - 9.90),8.99,(6.92 - 11.59)
Region 8,5.7,(3.99 - 8.08),16.09,(12.55 - 20.40),7.34,(5.40 - 9.91),8.91,(7.03 - 11.22)
Region 9,7.14,(4.95 - 10.20),18.3,(14.26 - 23.16),7,(5.11 - 9.52),8.96,(7.07 - 11.30)
Region 10,7.36,(5.18 - 10.37),19.2,(14.91 - 24.38),6.76,(4.91 - 9.25),8.75,(6.87 - 11.09)
Region 11 (Los Angeles),4.74,(3.69 - 6.06),14.16,(12.15 - 16.43),5.94,(4.75 - 7.40),7.26,(6.17 - 8.53)
Region 12,5.6,(3.97 - 7.85),14.55,(11.29 - 18.55),5.8,(4.21 - 7.93),7.3,(5.74 - 9.24)
Region 13 (Riverside),7.3,(5.27 - 10.04),18.78,(14.84 - 23.48),6.82,(5.06 - 9.13),8.64,(6.86 - 10.82)
Region 14 (Orange),6.25,(4.59 - 8.44),17.3,(13.85 - 21.40),7.02,(5.32 - 9.23),8.55,(6.89 - 10.57)
Region 15,6.12,(4.47 - 8.32),19.53,(16.09 - 23.49),7.62,(5.91 - 9.77),9.63,(7.99 - 11.56)
Colorado,7.32,(5.85 - 9.12),21.41,(18.73 - 24.36),8.12,(6.60 - 9.94),10.09,(8.64 - 11.74)
Region 1,7.67,(5.22 - 11.11),23.74,(18.70 - 29.64),7.58,(5.42 - 10.52),10.43,(8.21 - 13.16)
Regions 2 and 7,7.27,(5.47 - 9.59),21.03,(17.60 - 24.91),8.4,(6.49 - 10.80),10.22,(8.41 - 12.36)
Region 3,6.88,(4.64 - 10.08),19.49,(14.89 - 25.09),7.25,(5.09 - 10.24),9.05,(6.85 - 11.86)
Region 4,8.4,(5.53 - 12.55),*,(* - *),8.15,(5.71 - 11.52),9.9,(7.42 - 13.07)
Regions 5 and 6,7.1,(4.73 - 10.53),*,(* - *),8.35,(5.92 - 11.66),10.47,(8.01 - 13.59)
Connecticut,6.41,(5.17 - 7.92),22.84,(20.03 - 25.91),6.85,(5.52 - 8.48),8.97,(7.68 - 10.45)
Eastern,6.83,(4.62 - 9.98),*,(* - *),6.67,(4.69 - 9.42),9.91,(7.77 - 12.56)
North Central,5.68,(4.00 - 8.01),20.26,(16.18 - 25.05),6.77,(4.81 - 9.44),8.49,(6.59 - 10.89)
Northwestern,6.05,(4.09 - 8.86),26.42,(21.15 - 32.47),6.27,(4.33 - 9.01),8.72,(6.74 - 11.21)
South Central,7.07,(5.02 - 9.88),21.85,(17.27 - 27.26),6.71,(4.91 - 9.12),8.8,(6.98 - 11.04)
Southwest,6.72,(4.65 - 9.61),22.51,(17.44 - 28.54),7.75,(5.53 - 10.77),9.52,(7.30 - 12.32)
Delaware,4.4,(3.41 - 5.67),16.2,(13.85 - 18.87),5.05,(4.01 - 6.34),6.68,(5.66 - 7.87)
Kent,4.78,(3.23 - 7.02),15.89,(12.18 - 20.47),5.32,(3.77 - 7.45),6.99,(5.44 - 8.93)
New Castle (excluding Wilmington City),4.51,(3.25 - 6.22),17.78,(14.62 - 21.46),4.91,(3.66 - 6.56),6.91,(5.66 - 8.42)
Sussex,4.46,(2.94 - 6.71),12.9,(9.54 - 17.23),4.86,(3.33 - 7.03),5.75,(4.24 - 7.75)
Wilmington City,3.05,(1.94 - 4.76),13.33,(9.35 - 18.65),5.84,(3.97 - 8.51),7.02,(5.11 - 9.58)
District of Columbia,4.02,(3.05 - 5.30),19.52,(17.09 - 22.20),9.13,(7.53 - 11.04),10.79,(9.31 - 12.48)
Ward 1,4.75,(3.01 - 7.43),*,(* - *),11.33,(8.18 - 15.49),12.67,(9.70 - 16.39)
Ward 2,*,(* - *),23.88,(19.63 - 28.72),11.22,(8.33 - 14.96),14.37,(11.71 - 17.50)
Ward 3,7.11,(4.68 - 10.66),*,(* - *),9.24,(6.59 - 12.80),11.93,(9.30 - 15.17)
Ward 4,3.87,(2.44 - 6.10),16.05,(11.68 - 21.66),7.32,(5.06 - 10.47),8.19,(5.98 - 11.12)
