Total United States,5.35,,16.79,,5.95,,7.56,
Northeast,5.32,(4.90 - 5.78),17.01,(16.25 - 17.79),5.34,(4.92 - 5.79),6.97,(6.59 - 7.38)
Midwest,5.85,(5.50 - 6.23),19.4,(18.74 - 20.08),6.27,(5.89 - 6.67),8.26,(7.91 - 8.62)
South,4.79,(4.48 - 5.12),14.81,(14.24 - 15.40),5.72,(5.37 - 6.09),7.07,(6.75 - 7.39)
West,5.76,(5.29 - 6.26),17.1,(16.27 - 17.95),6.51,(5.98 - 7.07),8.14,(7.67 - 8.64)
Alabama,4.84,(3.79 - 6.15),11.55,(9.71 - 13.67),4.85,(3.76 - 6.23),5.85,(4.82 - 7.08)
Region 1,5.18,(3.52 - 7.57),11.34,(8.53 - 14.92),4.41,(3.06 - 6.31),5.34,(4.01 - 7.08)
Region 2,5.05,(3.56 - 7.11),11.81,(9.15 - 15.11),5.08,(3.65 - 7.04),6.1,(4.72 - 7.85)
Region 3,3.68,(2.41 - 5.58),11.27,(8.34 - 15.05),4.81,(3.29 - 7.00),5.96,(4.44 - 7.95)
Region 4,5.14,(3.55 - 7.39),11.68,(8.80 - 15.34),5.12,(3.55 - 7.32),6.04,(4.50 - 8.06)
Alaska,5.69,(4.42 - 7.31),15.73,(13.49 - 18.25),5.75,(4.55 - 7.23),7.36,(6.22 - 8.69)
Gulf Coast,6.05,(3.99 - 9.06),15.95,(11.60 - 21.54),5.47,(3.76 - 7.89),6.88,(5.12 - 9.19)
Rural,4.29,(2.69 - 6.77),*,(* - *),6.51,(4.31 - 9.71),8.03,(5.80 - 11.00)
Southeast,6.15,(4.10 - 9.13),*,(* - *),6.24,(4.36 - 8.87),7.61,(5.68 - 10.14)
Urban,5.83,(4.29 - 7.89),15.86,(13.32 - 18.77),5.59,(4.24 - 7.33),7.29,(6.02 - 8.81)
Arizona,5.81,(4.54 - 7.40),16.81,(14.48 - 19.44),7.13,(5.74 - 8.82),8.59,(7.29 - 10.10)
Maricopa,5.51,(3.99 - 7.56),16.44,(13.70 - 19.61),7.27,(5.62 - 9.36),8.71,(7.18 - 10.54)
Pima,6.71,(4.57 - 9.76),19,(14.41 - 24.62),7.2,(5.13 - 10.02),9,(6.89 - 11.67)
Rural North,6.24,(4.16 - 9.27),18.19,(13.75 - 23.67),7.38,(5.20 - 10.37),8.85,(6.68 - 11.64)
Rural South,5.65,(3.66 - 8.62),14.27,(10.13 - 19.73),6.07,(4.11 - 8.87),7.17,(5.19 - 9.82)
Arkansas,5.59,(4.43 - 7.03),15.35,(13.23 - 17.75),5.26,(4.19 - 6.59),6.77,(5.74 - 7.97)
Areas 1 and 2,6.14,(4.16 - 8.96),17.95,(13.71 - 23.15),5.58,(3.95 - 7.82),7.51,(5.81 - 9.66)
Areas 3 and 4,7.32,(5.02 - 10.55),17.57,(13.56 - 22.45),5.45,(3.80 - 7.76),7.25,(5.57 - 9.38)
Areas 5 and 6,5.3,(3.57 - 7.79),13.87,(10.52 - 18.08),4.92,(3.45 - 6.96),6.32,(4.83 - 8.23)
"Areas 7, 12, and 13",4.4,(2.92 - 6.57),12.55,(9.20 - 16.91),5.85,(4.02 - 8.44),6.87,(5.06 - 9.26)
"Areas 8, 10, and 11",4.97,(3.32 - 7.36),15.23,(11.76 - 19.51),4.87,(3.42 - 6.89),6.3,(4.83 - 8.17)
Area 9,5.13,(3.52 - 7.40),14.1,(10.70 - 18.36),5,(3.54 - 7.03),6.32,(4.84 - 8.21)
California,5.51,(4.81 - 6.31),16.88,(15.64 - 18.20),6.51,(5.72 - 7.41),8.13,(7.41 - 8.90)
Region 1,6.94,(4.87 - 9.81),21.52,(16.48 - 27.59),6.96,(5.00 - 9.62),9.11,(7.08 - 11.66)
Region 2,6.24,(4.59 - 8.43),20.48,(17.13 - 24.30),8.18,(6.23 - 10.67),9.99,(8.16 - 12.18)
Region 3,5.6,(3.92 - 7.96),15.16,(11.49 - 19.75),5.93,(4.29 - 8.14),7.4,(5.72 - 9.52)
Region 4,5.25,(3.66 - 7.49),19.03,(14.86 - 24.04),7.07,(5.32 - 9.36),8.52,(6.75 - 10.69)
Region 5,6.4,(4.65 - 8.76),17.83,(14.24 - 22.09),6.79,(5.12 - 8.97),8.31,(6.67 - 10.31)
Region 6 (Santa Clara),5.66,(3.93 - 8.07),15.42,(11.96 - 19.66),5.77,(4.21 - 7.85),7.15,(5.59 - 9.09)
Region 7,6.11,(4.20 - 8.82),17.81,(13.69 - 22.86),6.73,(4.80 - 9.37),8.62,(6.66 - 11.08)
Region 8,5.16,(3.58 - 7.39),15.6,(12.09 - 19.88),6.73,(4.87 - 9.23),8.31,(6.49 - 10.59)
Region 9,7.3,(5.10 - 10.34),18.36,(14.39 - 23.14),6.76,(4.97 - 9.13),8.78,(6.95 - 11.03)
Region 10,7.52,(5.28 - 10.59),19.12,(14.96 - 24.12),6.53,(4.74 - 8.94),8.55,(6.73 - 10.81)
Region 11 (Los Angeles),4.18,(3.17 - 5.50),14.14,(12.12 - 16.42),5.68,(4.52 - 7.10),7.04,(5.96 - 8.30)
Region 12,5.66,(4.06 - 7.84),14.91,(11.54 - 19.05),5.53,(4.04 - 7.52),7.14,(5.63 - 9.01)
Region 13 (Riverside),6.66,(4.65 - 9.46),18.6,(14.63 - 23.37),6.67,(4.90 - 9.03),8.49,(6.70 - 10.69)
Region 14 (Orange),5.77,(4.19 - 7.91),17.46,(14.09 - 21.44),6.73,(5.07 - 8.90),8.33,(6.71 - 10.30)
Region 15,5.52,(3.98 - 7.61),19.44,(16.06 - 23.33),7.37,(5.65 - 9.56),9.41,(7.73 - 11.41)
Colorado,7.13,(5.76 - 8.80),20.89,(18.20 - 23.86),7.76,(6.28 - 9.55),9.7,(8.30 - 11.31)
Region 1,7.5,(5.11 - 10.88),23.93,(18.89 - 29.81),7.4,(5.27 - 10.30),10.31,(8.10 - 13.03)
Regions 2 and 7,7.11,(5.37 - 9.34),20.31,(16.86 - 24.26),8.04,(6.25 - 10.29),9.81,(8.09 - 11.83)
Region 3,6.63,(4.43 - 9.81),19.79,(15.14 - 25.45),6.86,(4.73 - 9.84),8.75,(6.60 - 11.52)
Region 4,8.13,(5.44 - 11.98),*,(* - *),7.57,(5.26 - 10.79),9.18,(6.83 - 12.23)
Regions 5 and 6,6.88,(4.59 - 10.19),*,(* - *),7.96,(5.60 - 11.20),9.98,(7.58 - 13.03)
Connecticut,5.93,(4.76 - 7.37),20.98,(18.35 - 23.87),6.47,(5.20 - 8.01),8.39,(7.16 - 9.81)
Eastern,6.03,(4.03 - 8.92),*,(* - *),6.49,(4.49 - 9.29),9.52,(7.36 - 12.22)
North Central,5.21,(3.65 - 7.40),17.32,(13.58 - 21.84),6.18,(4.42 - 8.57),7.6,(5.86 - 9.81)
Northwestern,5.4,(3.61 - 8.01),23.68,(18.71 - 29.49),5.97,(4.10 - 8.60),8.12,(6.21 - 10.55)
South Central,6.89,(4.88 - 9.63),20.54,(16.16 - 25.73),6.51,(4.73 - 8.89),8.44,(6.63 - 10.70)
Southwest,6.29,(4.34 - 9.04),21.97,(17.20 - 27.63),7.27,(5.23 - 10.01),9.03,(6.99 - 11.59)
Delaware,4.3,(3.34 - 5.52),15.45,(13.20 - 18.01),4.63,(3.61 - 5.91),6.21,(5.22 - 7.38)
Kent,4.59,(3.10 - 6.74),14.53,(11.18 - 18.67),4.8,(3.38 - 6.78),6.34,(4.90 - 8.17)
New Castle (excluding Wilmington City),4.42,(3.17 - 6.12),17.61,(14.50 - 21.24),4.59,(3.38 - 6.20),6.62,(5.38 - 8.11)
Sussex,4.44,(3.03 - 6.45),11.37,(8.25 - 15.48),4.37,(3.00 - 6.32),5.15,(3.78 - 6.97)
Wilmington City,2.94,(1.87 - 4.60),11.62,(8.25 - 16.14),5.17,(3.45 - 7.67),6.19,(4.47 - 8.50)
District of Columbia,3.99,(2.95 - 5.37),19.12,(16.73 - 21.77),8.75,(7.19 - 10.61),10.41,(8.97 - 12.05)
Ward 1,4.8,(2.98 - 7.64),17.19,(12.99 - 22.40),10.91,(7.84 - 14.99),12.04,(9.17 - 15.65)
Ward 2,*,(* - *),24.26,(19.80 - 29.35),10.81,(7.91 - 14.61),14.15,(11.41 - 17.43)
Ward 3,7.08,(4.64 - 10.68),*,(* - *),9.06,(6.64 - 12.23),11.93,(9.48 - 14.92)
Ward 4,3.87,(2.45 - 6.06),*,(* - *),6.95,(4.82 - 9.94),7.72,(5.61 - 10.55)
Ward 5,3.57,(2.19 - 5.78),16.18,(12.24 - 21.08),8.09,(5.87 - 11.05),9.25,(7.12 - 11.94)
Ward 6,*,(* - *),17.16,(12.63 - 22.89),8.65,(6.03 - 12.25),9.77,(7.21 - 13.11)
Ward 7,2.98,(1.86 - 4.75),11.29,(8.10 - 15.54),7.03,(4.95 - 9.89),7.55,(5.56 - 10.18)
Ward 8,3.23,(2.07 - 5.00),12.48,(9.16 - 16.77),8.24,(5.83 - 11.53),9.01,(6.74 - 11.93)
Florida,5.26,(4.59 - 6.02),15.92,(14.70 - 17.21),6.2,(5.46 - 7.05),7.47,(6.77 - 8.22)
Region A,5.76,(4.52 - 7.31),19.81,(16.94 - 23.03),6.9,(5.57 - 8.51),9.18,(7.85 - 10.70)
Circuit 1,5.61,(3.91 - 7.98),17.37,(13.20 - 22.52),6.39,(4.70 - 8.62),8.1,(6.34 - 10.29)
Circuit 2,6.09,(4.07 - 9.03),23.94,(19.50 - 29.03),7.97,(5.67 - 11.08),11.79,(9.48 - 14.57)
Circuit 14,5.61,(3.77 - 8.27),16.48,(12.42 - 21.53),6.78,(4.92 - 9.28),8.15,(6.27 - 10.53)
Region B,5.08,(4.07 - 6.33),17.48,(15.22 - 19.99),6.68,(5.46 - 8.14),8.36,(7.21 - 9.68)
Circuits 3 and 8,5.58,(3.84 - 8.04),19.39,(15.41 - 24.11),6.81,(4.97 - 9.27),9.49,(7.59 - 11.81)
Circuit 4,4.52,(3.26 - 6.25),15.93,(12.73 - 19.76),6.8,(5.11 - 9.01),8.22,(6.59 - 10.20)
Circuit 7,5.57,(3.90 - 7.88),17.71,(13.97 - 22.19),6.43,(4.74 - 8.68),7.74,(6.07 - 9.83)
Region C,5.47,(4.49 - 6.66),16.72,(14.82 - 18.82),6.24,(5.25 - 7.41),7.58,(6.62 - 8.66)
Circuit 5,4.99,(3.48 - 7.12),13.82,(10.54 - 17.91),5.67,(4.11 - 7.78),6.42,(4.87 - 8.42)
Circuit 9,5.27,(3.75 - 7.35),18.11,(14.86 - 21.90),7.18,(5.47 - 9.36),9.02,(7.36 - 11.02)
Circuit 10,5.06,(3.36 - 7.55),14.29,(10.73 - 18.78),5.67,(4.10 - 7.78),6.78,(5.20 - 8.80)
Circuit 18,6.22,(4.45 - 8.64),18.93,(15.22 - 23.29),6.14,(4.54 - 8.26),7.7,(6.08 - 9.70)
Circuit 19,5.93,(4.03 - 8.66),15.27,(11.63 - 19.80),6.12,(4.40 - 8.46),7.05,(5.36 - 9.22)
