Total United States,4.53,,7.55,,1.49,,2.39,
Northeast,4.59,(4.22 - 4.98),8.17,(7.65 - 8.72),1.32,(1.15 - 1.51),2.28,(2.11 - 2.46)
Midwest,4.3,(4.02 - 4.61),7.23,(6.85 - 7.64),1.41,(1.25 - 1.59),2.29,(2.14 - 2.46)
South,4.39,(4.11 - 4.68),7.39,(7.00 - 7.80),1.52,(1.36 - 1.69),2.39,(2.23 - 2.55)
West,4.9,(4.48 - 5.37),7.63,(7.10 - 8.21),1.65,(1.42 - 1.92),2.57,(2.35 - 2.81)
Alabama,4.24,(3.31 - 5.41),6.69,(5.31 - 8.39),1.33,(0.94 - 1.87),2.13,(1.70 - 2.65)
Region 1,4.44,(3.05 - 6.40),7.18,(4.98 - 10.23),1.13,(0.67 - 1.92),1.95,(1.36 - 2.78)
Region 2,4.52,(3.13 - 6.47),6.54,(4.54 - 9.33),1.36,(0.81 - 2.26),2.14,(1.51 - 3.03)
Region 3,3.71,(2.43 - 5.61),5.89,(3.88 - 8.84),1.42,(0.80 - 2.53),2.22,(1.49 - 3.28)
Region 4,4.08,(2.75 - 6.02),7.15,(4.86 - 10.40),1.46,(0.88 - 2.43),2.26,(1.57 - 3.25)
Alaska,4.71,(3.61 - 6.11),8.2,(6.58 - 10.17),2.17,(1.51 - 3.13),3.15,(2.49 - 3.97)
Gulf Coast,4.96,(3.25 - 7.50),9.52,(6.29 - 14.16),2.2,(1.19 - 4.02),3.19,(2.08 - 4.86)
Rural,4.15,(2.56 - 6.65),6.64,(4.13 - 10.51),*,(* - *),3.57,(2.15 - 5.85)
Southeast,4.47,(2.94 - 6.74),9.43,(6.17 - 14.17),1.84,(1.03 - 3.29),2.89,(1.91 - 4.35)
Urban,4.81,(3.48 - 6.62),8.11,(6.26 - 10.46),2.13,(1.37 - 3.30),3.12,(2.35 - 4.13)
Arizona,5.46,(4.21 - 7.04),6.44,(5.06 - 8.15),1.49,(1.04 - 2.14),2.24,(1.75 - 2.86)
Maricopa,5.39,(3.90 - 7.40),6.18,(4.55 - 8.33),1.46,(0.92 - 2.31),2.21,(1.62 - 3.00)
Pima,6.55,(4.30 - 9.84),6.94,(4.60 - 10.33),1.58,(0.88 - 2.81),2.39,(1.58 - 3.62)
Rural North,4.81,(3.13 - 7.32),7.48,(4.87 - 11.31),1.59,(0.87 - 2.88),2.39,(1.54 - 3.68)
Rural South,5.03,(3.23 - 7.75),6.19,(3.87 - 9.77),1.41,(0.75 - 2.63),2.06,(1.29 - 3.26)
Arkansas,5.97,(4.71 - 7.54),9.02,(7.36 - 11.01),1.69,(1.21 - 2.34),2.78,(2.25 - 3.43)
Areas 1 and 2,6.03,(4.05 - 8.88),9.29,(6.35 - 13.41),1.5,(0.86 - 2.61),2.72,(1.87 - 3.92)
Areas 3 and 4,6.59,(4.45 - 9.67),9.24,(6.33 - 13.29),1.55,(0.90 - 2.66),2.69,(1.86 - 3.86)
Areas 5 and 6,5.31,(3.56 - 7.86),7.16,(4.93 - 10.31),1.5,(0.87 - 2.56),2.39,(1.63 - 3.48)
"Areas 7, 12, and 13",5.9,(3.96 - 8.72),9.02,(6.09 - 13.16),2.26,(1.31 - 3.88),3.29,(2.21 - 4.88)
"Areas 8, 10, and 11",5.65,(3.77 - 8.39),8.03,(5.55 - 11.48),1.48,(0.85 - 2.56),2.38,(1.62 - 3.48)
Area 9,6.32,(4.36 - 9.08),11.12,(7.87 - 15.48),1.93,(1.13 - 3.27),3.26,(2.30 - 4.60)
California,4.98,(4.32 - 5.74),7.7,(6.87 - 8.62),1.7,(1.36 - 2.14),2.64,(2.30 - 3.02)
Region 1,5.59,(3.80 - 8.14),10.04,(6.97 - 14.26),2.11,(1.22 - 3.62),3.28,(2.24 - 4.78)
Region 2,5.36,(3.90 - 7.34),8.94,(6.75 - 11.75),1.98,(1.23 - 3.16),3,(2.19 - 4.10)
Region 3,4.51,(3.10 - 6.54),7.41,(5.03 - 10.79),1.92,(1.09 - 3.34),2.79,(1.87 - 4.15)
Region 4,4.8,(3.27 - 7.00),8.98,(6.26 - 12.72),1.74,(1.03 - 2.91),2.61,(1.79 - 3.79)
Region 5,5.65,(3.97 - 7.98),8.95,(6.44 - 12.29),2.23,(1.33 - 3.70),3.15,(2.17 - 4.56)
Region 6 (Santa Clara),4.61,(3.18 - 6.63),7.63,(5.38 - 10.72),1.4,(0.85 - 2.31),2.29,(1.62 - 3.23)
Region 7,5.18,(3.41 - 7.81),8.12,(5.53 - 11.78),1.82,(1.06 - 3.11),2.89,(1.97 - 4.22)
Region 8,4.62,(3.20 - 6.62),7.44,(5.13 - 10.69),1.78,(1.00 - 3.14),2.79,(1.90 - 4.10)
Region 9,5.7,(3.96 - 8.13),9.14,(6.42 - 12.87),1.96,(1.12 - 3.40),3.21,(2.21 - 4.64)
Region 10,5.62,(3.85 - 8.11),10.95,(7.77 - 15.21),1.59,(0.91 - 2.77),3.09,(2.18 - 4.38)
Region 11 (Los Angeles),4.92,(3.84 - 6.28),6.26,(4.99 - 7.83),1.65,(1.12 - 2.43),2.39,(1.86 - 3.07)
Region 12,4.17,(2.86 - 6.05),5.84,(4.00 - 8.47),1.58,(0.90 - 2.76),2.31,(1.55 - 3.43)
Region 13 (Riverside),5.61,(3.93 - 7.94),8.72,(6.17 - 12.18),1.52,(0.87 - 2.66),2.62,(1.82 - 3.75)
Region 14 (Orange),4.59,(3.21 - 6.50),7,(5.04 - 9.64),1.37,(0.83 - 2.24),2.21,(1.57 - 3.09)
Region 15,4.84,(3.41 - 6.84),8.56,(6.43 - 11.31),1.48,(0.92 - 2.36),2.67,(1.99 - 3.58)
Colorado,5.41,(4.26 - 6.84),8.96,(7.26 - 11.02),1.66,(1.17 - 2.35),2.74,(2.20 - 3.41)
Region 1,5.01,(3.29 - 7.55),8.63,(5.91 - 12.43),1.36,(0.78 - 2.36),2.64,(1.82 - 3.80)
Regions 2 and 7,5.75,(4.24 - 7.76),8.9,(6.74 - 11.68),1.72,(1.09 - 2.72),2.76,(2.04 - 3.71)
Region 3,5.18,(3.38 - 7.87),10.31,(7.09 - 14.76),1.88,(1.07 - 3.28),3.11,(2.13 - 4.54)
Region 4,5.14,(3.30 - 7.92),8.15,(5.24 - 12.44),1.7,(0.91 - 3.13),2.57,(1.64 - 4.00)
Regions 5 and 6,4.68,(3.06 - 7.08),8.38,(5.60 - 12.35),1.36,(0.75 - 2.44),2.39,(1.60 - 3.55)
Connecticut,5.05,(3.98 - 6.40),10.81,(8.86 - 13.13),1.3,(0.91 - 1.86),2.56,(2.09 - 3.14)
Eastern,5.43,(3.62 - 8.08),10.67,(7.17 - 15.58),1.37,(0.75 - 2.48),2.95,(2.01 - 4.31)
North Central,4.94,(3.38 - 7.15),11.04,(8.05 - 14.97),1.5,(0.88 - 2.55),2.72,(1.95 - 3.79)
Northwestern,4.98,(3.35 - 7.34),12.16,(8.58 - 16.97),1.2,(0.69 - 2.10),2.53,(1.79 - 3.57)
South Central,4.52,(3.09 - 6.57),9.68,(6.85 - 13.49),1.21,(0.68 - 2.13),2.38,(1.67 - 3.37)
Southwest,5.71,(3.84 - 8.42),10.96,(7.61 - 15.54),1.17,(0.67 - 2.03),2.34,(1.65 - 3.33)
Delaware,4.21,(3.26 - 5.42),8.83,(7.19 - 10.81),1.54,(1.08 - 2.20),2.61,(2.11 - 3.23)
Kent,3.97,(2.58 - 6.04),8.04,(5.56 - 11.50),1.98,(1.13 - 3.47),2.94,(1.98 - 4.34)
New Castle (excluding Wilmington City),3.79,(2.67 - 5.36),9.31,(7.07 - 12.16),1.16,(0.68 - 1.97),2.43,(1.83 - 3.22)
Sussex,5.41,(3.59 - 8.07),8.22,(5.67 - 11.76),1.88,(1.06 - 3.32),2.58,(1.69 - 3.91)
Wilmington City,4.63,(3.01 - 7.07),8.49,(5.50 - 12.90),2.14,(1.20 - 3.79),3.14,(2.05 - 4.79)
District of Columbia,3.93,(2.93 - 5.24),7.38,(5.91 - 9.19),2.16,(1.53 - 3.03),2.99,(2.37 - 3.77)
Ward 1,4.02,(2.46 - 6.51),7.07,(4.53 - 10.88),2.36,(1.34 - 4.12),3.21,(2.10 - 4.87)
Ward 2,*,(* - *),6.86,(4.78 - 9.75),1.7,(0.97 - 2.98),2.99,(2.09 - 4.25)
Ward 3,4.14,(2.61 - 6.50),6.33,(4.10 - 9.65),1.08,(0.58 - 1.98),1.91,(1.25 - 2.91)
Ward 4,3.63,(2.28 - 5.75),6.52,(4.08 - 10.25),1.62,(0.86 - 3.02),2.11,(1.28 - 3.45)
