State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Total United States,4.55,(4.33 - 4.77),15.66,(15.27 - 16.06),5.68,(5.46 - 5.91),7.15,(6.95 - 7.36)
Northeast,4.55,(4.19 - 4.95),16.63,(15.86 - 17.42),5.54,(5.14 - 5.98),7.14,(6.76 - 7.54)
Midwest,4.63,(4.35 - 4.94),16.62,(16.01 - 17.25),5.84,(5.50 - 6.20),7.43,(7.12 - 7.76)
South,4.10,(3.82 - 4.39),14.16,(13.60 - 14.75),5.38,(5.05 - 5.73),6.66,(6.36 - 6.97)
West,5.15,(4.71 - 5.62),16.32,(15.52 - 17.15),6.11,(5.66 - 6.60),7.68,(7.26 - 8.11)
Alabama,4.20,(3.33 - 5.29),13.08,(11.13 - 15.31),5.34,(4.31 - 6.61),6.47,(5.46 - 7.66)
Region 1,4.13,(2.96 - 5.72),12.41,(9.72 - 15.71),5.18,(3.77 - 7.07),6.13,(4.75 - 7.87)
Region 2,4.61,(3.33 - 6.35),13.06,(10.28 - 16.45),5.68,(4.24 - 7.58),6.74,(5.33 - 8.50)
Region 3,3.56,(2.49 - 5.07),14.95,(11.72 - 18.87),5.43,(3.93 - 7.46),7.14,(5.61 - 9.05)
Region 4,4.24,(3.00 - 5.95),12.00,(9.29 - 15.37),5.00,(3.66 - 6.81),5.98,(4.67 - 7.63)
Alaska,4.61,(3.63 - 5.83),15.15,(12.97 - 17.62),6.11,(4.91 - 7.58),7.57,(6.42 - 8.92)
Anchorage,4.72,(3.44 - 6.44),15.18,(12.36 - 18.51),6.62,(5.03 - 8.68),7.99,(6.46 - 9.84)
Northern,4.27,(2.98 - 6.08),15.56,(12.22 - 19.62),5.47,(3.93 - 7.58),7.44,(5.87 - 9.39)
South Central,4.61,(3.28 - 6.43),14.44,(11.27 - 18.32),5.97,(4.33 - 8.16),7.25,(5.64 - 9.27)
Southeast,5.02,(3.48 - 7.19),15.80,(11.93 - 20.64),5.62,(3.98 - 7.88),7.01,(5.33 - 9.17)
Arizona,5.10,(4.01 - 6.48),17.69,(15.32 - 20.34),6.08,(4.86 - 7.59),7.76,(6.57 - 9.13)
Maricopa,5.13,(3.84 - 6.82),17.97,(15.09 - 21.26),6.11,(4.67 - 7.97),7.80,(6.41 - 9.47)
Pima,5.31,(3.75 - 7.46),19.53,(15.32 - 24.56),6.61,(4.81 - 9.03),8.51,(6.68 - 10.78)
Rural North,4.81,(3.28 - 6.99),16.69,(12.99 - 21.17),5.58,(3.99 - 7.75),7.18,(5.55 - 9.23)
Rural South,5.00,(3.45 - 7.19),15.06,(11.50 - 19.48),5.73,(4.02 - 8.10),7.12,(5.40 - 9.34)
Arkansas,4.42,(3.51 - 5.54),13.56,(11.62 - 15.76),4.89,(3.92 - 6.08),6.11,(5.16 - 7.22)
Catchment Area 1,4.81,(3.36 - 6.86),14.95,(11.62 - 19.04),4.82,(3.46 - 6.69),6.36,(4.96 - 8.12)
Catchment Area 2,4.90,(3.42 - 6.98),13.27,(10.09 - 17.26),4.51,(3.18 - 6.35),5.65,(4.29 - 7.39)
Catchment Area 3,4.19,(2.96 - 5.88),12.39,(9.49 - 16.02),4.97,(3.54 - 6.94),6.06,(4.63 - 7.89)
Catchment Area 4,4.81,(3.36 - 6.86),13.19,(9.98 - 17.24),4.53,(3.21 - 6.36),5.64,(4.28 - 7.39)
Catchment Area 5,5.05,(3.60 - 7.05),14.73,(11.61 - 18.51),5.08,(3.64 - 7.05),6.60,(5.15 - 8.41)
Catchment Area 6,3.46,(2.38 - 5.00),11.62,(8.70 - 15.37),4.87,(3.39 - 6.95),5.87,(4.38 - 7.81)
Catchment Area 7,3.91,(2.72 - 5.60),12.58,(9.53 - 16.42),5.12,(3.65 - 7.14),6.13,(4.66 - 8.02)
Catchment Area 8,3.96,(2.78 - 5.62),13.76,(10.60 - 17.67),5.06,(3.66 - 6.95),6.17,(4.76 - 7.96)
California,5.27,(4.59 - 6.05),16.03,(14.77 - 17.39),6.25,(5.52 - 7.07),7.81,(7.14 - 8.53)
Region 1R,5.73,(4.08 - 7.99),19.63,(15.78 - 24.16),6.73,(5.03 - 8.96),8.95,(7.23 - 11.05)
Region 2R,5.56,(4.00 - 7.69),18.51,(14.92 - 22.74),7.71,(5.72 - 10.32),9.52,(7.60 - 11.85)
Region 3R (Sacramento),5.15,(3.72 - 7.09),17.56,(14.02 - 21.76),6.29,(4.71 - 8.34),8.04,(6.48 - 9.92)
Region 4R,5.56,(4.09 - 7.52),16.53,(13.07 - 20.69),6.02,(4.52 - 7.98),7.53,(6.03 - 9.36)
Region 5R (San Francisco),*,(* - *),17.75,(14.10 - 22.10),8.02,(6.03 - 10.60),8.89,(6.95 - 11.32)
Region 6 (Santa Clara),5.26,(3.82 - 7.20),15.11,(12.02 - 18.82),5.15,(3.78 - 6.98),6.46,(5.09 - 8.16)
Region 7R (Contra Costa),5.12,(3.62 - 7.19),15.41,(12.04 - 19.50),5.65,(4.17 - 7.60),7.02,(5.54 - 8.87)
Region 8R (Alameda),5.06,(3.67 - 6.94),17.05,(13.77 - 20.92),5.77,(4.29 - 7.71),7.32,(5.85 - 9.13)
Region 9R (San Mateo),5.31,(3.79 - 7.39),17.28,(13.70 - 21.57),5.52,(4.02 - 7.53),6.90,(5.38 - 8.80)
Region 10,6.50,(4.75 - 8.85),19.50,(15.59 - 24.11),6.23,(4.67 - 8.28),8.52,(6.90 - 10.49)
Region 11 (Los Angeles),4.89,(3.82 - 6.22),15.05,(13.49 - 16.74),6.18,(5.29 - 7.21),7.58,(6.76 - 8.50)
LA SPA 1 and 5,4.92,(3.38 - 7.10),17.04,(13.41 - 21.41),6.48,(4.79 - 8.71),8.07,(6.38 - 10.15)
LA SPA 2,5.40,(3.82 - 7.57),15.39,(12.42 - 18.92),5.85,(4.40 - 7.74),7.25,(5.83 - 8.98)
LA SPA 3,4.61,(3.16 - 6.70),15.57,(12.64 - 19.04),5.04,(3.72 - 6.79),6.69,(5.39 - 8.28)
LA SPA 4,5.09,(3.54 - 7.27),15.44,(12.30 - 19.20),7.22,(5.49 - 9.46),8.37,(6.70 - 10.42)
LA SPA 6,4.45,(3.05 - 6.44),13.13,(10.36 - 16.50),6.68,(4.91 - 9.02),8.03,(6.38 - 10.06)
LA SPA 7,5.24,(3.69 - 7.39),15.39,(12.26 - 19.15),6.49,(4.85 - 8.63),8.04,(6.44 - 9.99)
LA SPA 8,4.39,(3.04 - 6.31),13.61,(10.79 - 17.02),6.40,(4.83 - 8.43),7.50,(5.99 - 9.35)
Region 12R,5.45,(3.93 - 7.51),14.32,(11.12 - 18.26),6.14,(4.51 - 8.29),7.48,(5.88 - 9.47)
Regions 13 and 19R,5.43,(4.06 - 7.23),14.45,(11.69 - 17.73),6.45,(4.98 - 8.31),7.82,(6.40 - 9.53)
Region 13 (Riverside),5.42,(3.97 - 7.37),14.49,(11.55 - 18.04),6.46,(4.92 - 8.44),7.82,(6.32 - 9.65)
Region 19R (Imperial),5.55,(4.02 - 7.60),13.91,(10.84 - 17.69),6.36,(4.67 - 8.62),7.81,(6.18 - 9.83)
Region 14 (Orange),5.39,(4.08 - 7.08),14.88,(12.28 - 17.92),5.63,(4.38 - 7.22),7.00,(5.77 - 8.47)
Region 15R (Fresno),5.22,(3.77 - 7.19),15.07,(11.85 - 18.97),6.05,(4.48 - 8.13),7.74,(6.17 - 9.67)
Region 16R (San Diego),5.07,(3.63 - 7.03),19.03,(15.73 - 22.83),7.27,(5.67 - 9.28),9.31,(7.73 - 11.17)
Region 17R,5.83,(4.28 - 7.90),15.40,(12.34 - 19.05),6.33,(4.78 - 8.34),8.02,(6.51 - 9.85)
Region 18R (San Bernardino),5.23,(3.91 - 6.97),13.95,(11.17 - 17.28),5.86,(4.42 - 7.75),7.36,(5.94 - 9.08)
Region 20R,5.89,(4.29 - 8.06),14.09,(10.99 - 17.88),6.23,(4.64 - 8.32),7.61,(6.06 - 9.52)
Region 21R,5.78,(4.19 - 7.92),18.11,(14.30 - 22.66),6.85,(5.13 - 9.08),8.90,(7.15 - 11.03)
Colorado,5.75,(4.60 - 7.16),21.18,(18.74 - 23.84),6.83,(5.58 - 8.33),8.91,(7.70 - 10.30)
Region 1,6.22,(4.36 - 8.81),24.19,(19.55 - 29.53),7.32,(5.31 - 10.01),10.29,(8.21 - 12.81)
Regions 2 and 7,5.67,(4.26 - 7.51),20.90,(17.86 - 24.31),6.90,(5.39 - 8.80),8.82,(7.35 - 10.54)
Region 3,5.55,(4.03 - 7.60),21.05,(16.66 - 26.24),6.39,(4.66 - 8.70),8.64,(6.84 - 10.85)
Region 4,5.82,(3.99 - 8.42),18.15,(13.87 - 23.40),6.31,(4.50 - 8.78),8.10,(6.23 - 10.47)
Regions 5 and 6,5.84,(4.09 - 8.26),19.82,(15.57 - 24.90),6.73,(4.82 - 9.33),8.53,(6.58 - 10.97)
Connecticut,5.12,(4.14 - 6.32),18.48,(16.12 - 21.10),6.30,(5.09 - 7.78),7.99,(6.82 - 9.35)
Eastern,5.30,(3.69 - 7.55),20.18,(15.85 - 25.35),7.16,(5.15 - 9.87),9.43,(7.37 - 11.99)
North Central,4.88,(3.61 - 6.58),16.95,(13.68 - 20.82),5.71,(4.21 - 7.70),7.22,(5.76 - 9.02)
Northwestern,5.12,(3.69 - 7.08),17.84,(14.18 - 22.21),6.07,(4.40 - 8.33),7.60,(5.93 - 9.69)
South Central,5.58,(4.03 - 7.67),19.15,(15.70 - 23.16),6.60,(4.85 - 8.93),8.36,(6.63 - 10.48)
Southwest,4.83,(3.42 - 6.79),19.06,(15.01 - 23.90),6.52,(4.67 - 9.02),8.13,(6.27 - 10.47)
Delaware,4.45,(3.47 - 5.70),16.16,(13.94 - 18.65),5.40,(4.31 - 6.75),6.93,(5.85 - 8.18)
Kent,4.78,(3.25 - 6.98),15.67,(12.38 - 19.63),5.41,(3.87 - 7.52),6.99,(5.42 - 8.96)
New Castle (excluding Wilmington City),4.42,(3.23 - 6.02),17.41,(14.50 - 20.76),5.24,(3.90 - 7.01),7.08,(5.77 - 8.67)
Sussex,4.72,(3.33 - 6.64),13.80,(10.69 - 17.63),5.39,(3.91 - 7.40),6.33,(4.85 - 8.23)
Wilmington City,3.36,(2.29 - 4.92),14.02,(10.70 - 18.16),6.32,(4.57 - 8.69),7.38,(5.65 - 9.58)
District of Columbia,3.24,(2.43 - 4.30),16.80,(14.59 - 19.26),7.83,(6.44 - 9.48),9.44,(8.14 - 10.93)
Ward 1,3.94,(2.62 - 5.88),16.14,(12.66 - 20.36),8.95,(6.56 - 12.09),10.29,(8.08 - 13.03)
Ward 2,*,(* - *),22.33,(18.07 - 27.26),8.93,(6.59 - 12.00),12.37,(10.05 - 15.13)
Ward 3,5.15,(3.43 - 7.67),19.46,(15.65 - 23.93),7.68,(5.64 - 10.38),9.69,(7.72 - 12.09)
Ward 4,3.96,(2.68 - 5.80),14.94,(11.38 - 19.38),6.79,(4.87 - 9.38),7.87,(5.99 - 10.27)
Ward 5,2.63,(1.74 - 3.96),15.55,(12.02 - 19.88),7.37,(5.35 - 10.08),8.86,(6.89 - 11.33)
Ward 6,2.83,(1.88 - 4.25),16.27,(12.81 - 20.44),8.29,(6.14 - 11.12),9.35,(7.27 - 11.94)
Ward 7,2.61,(1.73 - 3.93),11.96,(9.11 - 15.55),7.22,(5.20 - 9.96),7.97,(6.07 - 10.42)
Ward 8,2.55,(1.70 - 3.83),11.62,(8.79 - 15.22),7.11,(5.10 - 9.84),8.06,(6.18 - 10.44)
Florida,4.41,(3.83 - 5.07),13.62,(12.48 - 14.85),5.64,(4.94 - 6.43),6.67,(6.02 - 7.38)
