State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
"ECCS = Eastern Coastal Care System; PBH = Piedmont Behavioral Health; SPA = service planning area.  * Low precision; no estimate reported.  ** A separate CenterPoint estimate is not being reported because of low precision. For more details, see Table 34 of the ""2008-2010 National Survey on Drug Use and Health Substate Region Definitions"" at http://www.samhsa.gov/data/NSDUH/substate2k10/toc.aspx.  NOTE: For substate region definitions, see the ""2008-2010 National Survey on Drug Use and Health Substate Region Definitions"" at http://www.samhsa.gov/data/NSDUH/substate2k10/toc.aspx.  NOTE: Substate, State, and census region estimates along with the 95 percent confidence (credible) intervals are based on a survey-weighted hierarchical Bayes estimation approach and are generated by Markov Chain Monte Carlo techniques. Design-based (direct) estimates and corresponding 95 percent confidence intervals are given for the total United States.  NOTE: Needing But Not Receiving Treatment refers to respondents classified as needing treatment for illicit drugs, but not receiving treatment for an illicit drug problem at a specialty facility (i.e., drug and alcohol rehabilitation facilities [inpatient or outpatient], hospitals [inpatient only], and mental health centers). Illicit Drugs include marijuana/hashish, cocaine (including crack), inhalants, hallucinogens, heroin, or prescription-type psychotherapeutics used nonmedically, including data from original methamphetamine questions but not including new methamphetamine items added in 2005 and 2006. See Section B.4.8 in Appendix B of the Results from the 2008 National Survey on Drug Use and Health: National Findings.  Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2008, 2009, and 2010 (Revised March 2012)."
Total United States,4.28,(4.08 - 4.49),7.16,(6.89 - 7.44),1.52,(1.41 - 1.63),2.35,(2.24 - 2.46)
Northeast,4.15,(3.80 - 4.52),7.95,(7.42 - 8.51),1.51,(1.32 - 1.72),2.44,(2.24 - 2.65)
Midwest,4.20,(3.92 - 4.50),6.79,(6.40 - 7.21),1.36,(1.21 - 1.53),2.16,(2.01 - 2.33)
South,3.96,(3.69 - 4.26),6.64,(6.26 - 7.04),1.52,(1.36 - 1.69),2.26,(2.11 - 2.43)
West,4.94,(4.51 - 5.42),7.70,(7.13 - 8.31),1.67,(1.45 - 1.92),2.59,(2.37 - 2.83)
Alabama,3.81,(3.01 - 4.81),6.85,(5.55 - 8.43),1.45,(1.02 - 2.07),2.24,(1.75 - 2.86)
Region 1,3.61,(2.52 - 5.16),6.78,(4.86 - 9.38),1.40,(0.84 - 2.31),2.10,(1.45 - 3.04)
Region 2,4.14,(2.91 - 5.84),7.00,(5.13 - 9.48),1.51,(0.93 - 2.44),2.30,(1.63 - 3.22)
Region 3,3.36,(2.21 - 5.08),7.10,(5.06 - 9.88),1.50,(0.88 - 2.55),2.51,(1.73 - 3.61)
Region 4,3.96,(2.66 - 5.85),6.47,(4.65 - 8.95),1.41,(0.84 - 2.34),2.11,(1.46 - 3.06)
Alaska,4.50,(3.46 - 5.82),6.48,(5.19 - 8.06),1.79,(1.23 - 2.59),2.55,(1.96 - 3.31)
Anchorage,4.21,(2.87 - 6.12),6.26,(4.61 - 8.46),1.81,(1.12 - 2.89),2.52,(1.78 - 3.55)
Northern,4.93,(3.34 - 7.22),6.39,(4.50 - 9.00),2.02,(1.22 - 3.31),2.87,(1.99 - 4.11)
South Central,4.66,(3.13 - 6.88),6.76,(4.74 - 9.54),1.74,(0.98 - 3.06),2.50,(1.66 - 3.75)
Southeast,4.17,(2.68 - 6.43),6.97,(4.74 - 10.12),1.40,(0.78 - 2.48),2.16,(1.42 - 3.26)
Arizona,4.66,(3.63 - 5.95),8.07,(6.50 - 9.96),1.74,(1.22 - 2.49),2.65,(2.07 - 3.39)
Maricopa,4.49,(3.28 - 6.10),7.62,(5.84 - 9.87),1.67,(1.08 - 2.58),2.52,(1.86 - 3.40)
Pima,5.90,(3.88 - 8.87),10.13,(7.12 - 14.23),2.07,(1.22 - 3.50),3.26,(2.22 - 4.76)
Rural North,4.04,(2.59 - 6.24),7.94,(5.47 - 11.38),1.75,(1.01 - 3.00),2.63,(1.76 - 3.94)
Rural South,4.64,(2.98 - 7.18),7.71,(5.34 - 10.99),1.67,(0.98 - 2.86),2.58,(1.73 - 3.81)
Arkansas,4.36,(3.47 - 5.48),6.37,(5.13 - 7.87),1.57,(1.14 - 2.18),2.25,(1.76 - 2.87)
Catchment Area 1,4.54,(2.97 - 6.88),5.87,(4.03 - 8.47),1.40,(0.82 - 2.39),2.08,(1.39 - 3.11)
Catchment Area 2,4.31,(2.81 - 6.55),6.60,(4.51 - 9.57),1.34,(0.77 - 2.32),2.02,(1.33 - 3.07)
Catchment Area 3,4.41,(2.93 - 6.59),6.30,(4.39 - 8.95),1.92,(1.16 - 3.17),2.56,(1.73 - 3.78)
Catchment Area 4,4.78,(3.14 - 7.22),6.45,(4.47 - 9.22),1.59,(0.92 - 2.74),2.21,(1.45 - 3.37)
Catchment Area 5,4.84,(3.29 - 7.08),6.61,(4.68 - 9.27),1.70,(1.02 - 2.83),2.47,(1.69 - 3.62)
Catchment Area 6,3.83,(2.51 - 5.80),6.61,(4.55 - 9.50),*,(* - *),2.40,(1.60 - 3.57)
Catchment Area 7,3.95,(2.56 - 6.07),5.77,(3.90 - 8.46),*,(* - *),2.08,(1.34 - 3.19)
Catchment Area 8,4.08,(2.73 - 6.06),6.63,(4.69 - 9.30),1.51,(0.89 - 2.57),2.17,(1.46 - 3.22)
California,5.09,(4.42 - 5.85),7.81,(6.91 - 8.80),1.72,(1.38 - 2.14),2.69,(2.34 - 3.09)
Region 1R,5.61,(3.76 - 8.30),10.32,(7.50 - 14.05),2.41,(1.48 - 3.91),3.78,(2.67 - 5.31)
Region 2R,5.31,(3.64 - 7.68),9.15,(6.71 - 12.36),1.91,(1.21 - 3.02),3.12,(2.26 - 4.29)
Region 3R (Sacramento),4.86,(3.26 - 7.18),7.96,(5.73 - 10.96),1.96,(1.21 - 3.16),2.89,(2.02 - 4.12)
Region 4R,6.19,(4.29 - 8.87),9.90,(7.12 - 13.59),1.79,(1.10 - 2.89),2.95,(2.09 - 4.15)
Region 5R (San Francisco),*,(* - *),10.49,(7.49 - 14.51),2.16,(1.32 - 3.52),2.91,(1.96 - 4.28)
Region 6 (Santa Clara),4.66,(3.17 - 6.80),7.61,(5.52 - 10.40),1.31,(0.81 - 2.12),2.14,(1.52 - 3.01)
Region 7R (Contra Costa),5.10,(3.40 - 7.56),8.18,(5.86 - 11.29),1.55,(0.96 - 2.51),2.49,(1.75 - 3.52)
Region 8R (Alameda),4.65,(3.14 - 6.85),7.96,(5.76 - 10.90),1.57,(0.97 - 2.52),2.45,(1.73 - 3.45)
Region 9R (San Mateo),4.80,(3.19 - 7.17),7.80,(5.58 - 10.80),*,(* - *),1.89,(1.31 - 2.72)
Region 10,6.09,(4.20 - 8.75),9.28,(6.77 - 12.59),1.93,(1.18 - 3.14),3.20,(2.27 - 4.48)
Region 11 (Los Angeles),5.03,(4.18 - 6.04),7.36,(6.25 - 8.65),1.70,(1.29 - 2.24),2.60,(2.16 - 3.13)
LA SPA 1 and 5,5.12,(3.40 - 7.65),7.60,(5.34 - 10.72),1.60,(0.96 - 2.67),2.51,(1.71 - 3.65)
LA SPA 2,4.75,(3.31 - 6.77),7.48,(5.59 - 9.95),1.49,(0.93 - 2.39),2.37,(1.71 - 3.28)
LA SPA 3,5.08,(3.56 - 7.20),7.42,(5.53 - 9.91),1.60,(0.99 - 2.59),2.52,(1.80 - 3.51)
LA SPA 4,5.55,(3.87 - 7.91),7.83,(5.69 - 10.68),2.11,(1.33 - 3.34),2.91,(2.03 - 4.14)
LA SPA 6,4.32,(2.87 - 6.46),6.59,(4.65 - 9.24),1.92,(1.12 - 3.25),2.90,(2.00 - 4.19)
LA SPA 7,5.08,(3.47 - 7.37),6.67,(4.79 - 9.22),1.48,(0.89 - 2.45),2.39,(1.67 - 3.39)
LA SPA 8,5.46,(3.79 - 7.83),7.91,(5.71 - 10.86),1.91,(1.20 - 3.04),2.83,(2.00 - 4.00)
Region 12R,5.59,(3.78 - 8.19),7.77,(5.48 - 10.91),1.98,(1.19 - 3.27),2.93,(2.01 - 4.24)
Regions 13 and 19R,4.66,(3.21 - 6.72),6.71,(5.02 - 8.93),1.69,(1.08 - 2.63),2.55,(1.86 - 3.49)
Region 13 (Riverside),4.67,(3.14 - 6.90),6.68,(4.88 - 9.07),1.69,(1.06 - 2.69),2.54,(1.82 - 3.54)
Region 19R (Imperial),4.54,(3.02 - 6.75),7.13,(4.97 - 10.13),*,(* - *),2.72,(1.87 - 3.94)
Region 14 (Orange),4.42,(3.16 - 6.16),6.64,(5.03 - 8.72),1.26,(0.82 - 1.93),2.05,(1.53 - 2.75)
Region 15R (Fresno),5.17,(3.47 - 7.66),8.07,(5.73 - 11.26),2.16,(1.32 - 3.51),3.27,(2.28 - 4.65)
Region 16R (San Diego),4.95,(3.57 - 6.82),8.41,(6.40 - 10.99),1.75,(1.17 - 2.62),2.91,(2.20 - 3.84)
Region 17R,6.25,(4.39 - 8.83),8.28,(6.07 - 11.20),2.07,(1.31 - 3.28),3.23,(2.33 - 4.46)
Region 18R (San Bernardino),4.92,(3.47 - 6.95),6.39,(4.76 - 8.53),1.72,(1.08 - 2.74),2.58,(1.86 - 3.58)
Region 20R,5.08,(3.39 - 7.54),6.84,(4.83 - 9.62),1.84,(1.10 - 3.06),2.72,(1.87 - 3.94)
Region 21R,5.59,(3.75 - 8.26),8.77,(6.28 - 12.12),1.75,(1.09 - 2.79),3.03,(2.15 - 4.24)
Colorado,5.77,(4.55 - 7.29),9.06,(7.47 - 10.94),1.57,(1.09 - 2.26),2.66,(2.10 - 3.35)
Region 1,5.87,(3.93 - 8.68),8.66,(6.14 - 12.07),1.67,(0.97 - 2.86),2.90,(1.99 - 4.20)
Regions 2 and 7,6.04,(4.45 - 8.15),9.63,(7.56 - 12.18),1.57,(1.01 - 2.45),2.68,(2.02 - 3.55)
Region 3,5.43,(3.71 - 7.88),8.90,(6.44 - 12.18),1.54,(0.91 - 2.61),2.67,(1.87 - 3.80)
Region 4,5.34,(3.36 - 8.39),7.37,(4.95 - 10.84),*,(* - *),2.44,(1.59 - 3.71)
Regions 5 and 6,4.86,(3.15 - 7.43),8.01,(5.59 - 11.35),1.47,(0.83 - 2.59),2.37,(1.58 - 3.54)
Connecticut,4.03,(3.16 - 5.13),7.56,(6.10 - 9.34),1.40,(0.97 - 2.01),2.25,(1.76 - 2.88)
Eastern,3.90,(2.53 - 5.97),6.86,(4.76 - 9.80),1.40,(0.80 - 2.45),2.35,(1.59 - 3.47)
North Central,3.73,(2.57 - 5.39),7.24,(5.24 - 9.92),1.37,(0.81 - 2.30),2.16,(1.49 - 3.10)
Northwestern,4.77,(3.24 - 6.97),8.07,(5.75 - 11.20),1.43,(0.83 - 2.46),2.29,(1.56 - 3.35)
South Central,4.09,(2.74 - 6.06),7.95,(5.86 - 10.70),1.54,(0.92 - 2.58),2.44,(1.71 - 3.47)
Southwest,3.79,(2.46 - 5.79),7.69,(5.35 - 10.94),1.22,(0.70 - 2.14),2.05,(1.38 - 3.04)
Delaware,4.20,(3.25 - 5.40),7.29,(5.93 - 8.93),1.33,(0.90 - 1.96),2.18,(1.69 - 2.80)
Kent,4.47,(2.99 - 6.63),8.25,(5.99 - 11.26),1.68,(0.99 - 2.86),2.70,(1.88 - 3.86)
New Castle (excluding Wilmington City),4.15,(2.95 - 5.80),7.11,(5.42 - 9.28),1.10,(0.67 - 1.80),2.01,(1.47 - 2.74)
Sussex,4.22,(2.82 - 6.27),6.60,(4.64 - 9.32),1.40,(0.80 - 2.43),1.98,(1.30 - 3.00)
Wilmington City,3.86,(2.46 - 6.02),7.67,(5.38 - 10.83),1.83,(1.04 - 3.21),2.63,(1.75 - 3.95)
District of Columbia,3.67,(2.87 - 4.69),6.90,(5.55 - 8.56),2.08,(1.50 - 2.87),2.95,(2.33 - 3.72)
Ward 1,3.66,(2.30 - 5.78),6.27,(4.30 - 9.05),2.08,(1.24 - 3.44),2.86,(1.93 - 4.22)
Ward 2,*,(* - *),6.03,(4.23 - 8.54),1.66,(0.96 - 2.84),2.78,(1.94 - 3.97)
Ward 3,3.96,(2.52 - 6.15),6.69,(4.73 - 9.39),1.44,(0.84 - 2.45),2.33,(1.60 - 3.39)
Ward 4,4.08,(2.67 - 6.19),7.72,(5.32 - 11.06),1.90,(1.11 - 3.23),2.67,(1.77 - 4.01)
Ward 5,3.32,(2.09 - 5.22),6.76,(4.58 - 9.88),2.04,(1.15 - 3.58),2.90,(1.89 - 4.42)
Ward 6,3.63,(2.37 - 5.52),7.99,(5.60 - 11.29),2.27,(1.38 - 3.71),3.02,(2.05 - 4.44)
