State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Total United States,5.84,(5.65 - 6.03),7.02,(6.74 - 7.32),0.15,(0.12 - 0.18),1.09,(1.04 - 1.14)
Northeast,6.09,(5.78 - 6.41),8.03,(7.54 - 8.54),0.15,(0.11 - 0.19),1.16,(1.08 - 1.25)
Midwest,5.60,(5.37 - 5.83),7.15,(6.80 - 7.52),0.13,(0.10 - 0.18),1.11,(1.04 - 1.18)
South,5.26,(5.03 - 5.50),6.24,(5.92 - 6.58),0.14,(0.11 - 0.18),0.97,(0.90 - 1.04)
West,6.79,(6.40 - 7.20),7.47,(6.95 - 8.03),0.19,(0.13 - 0.26),1.23,(1.13 - 1.34)
Alabama,4.26,(3.60 - 5.04),5.27,(4.35 - 6.37),0.13,(0.09 - 0.19),0.85,(0.71 - 1.02)
Region 1,4.04,(3.07 - 5.31),5.19,(3.69 - 7.25),*,(* - *),0.74,(0.55 - 0.98)
Region 2,5.22,(4.07 - 6.68),5.57,(4.04 - 7.65),*,(* - *),0.92,(0.69 - 1.21)
Region 3,3.40,(2.40 - 4.80),5.95,(4.28 - 8.22),*,(* - *),1.12,(0.83 - 1.51)
Region 4,3.92,(2.87 - 5.33),4.24,(2.93 - 6.11),*,(* - *),0.71,(0.52 - 0.96)
Alaska,6.65,(5.67 - 7.80),7.04,(5.62 - 8.79),0.22,(0.14 - 0.35),1.36,(1.10 - 1.69)
Anchorage,6.97,(5.51 - 8.76),6.94,(5.09 - 9.39),0.23,(0.14 - 0.39),1.34,(1.01 - 1.78)
Northern,6.81,(5.19 - 8.89),7.84,(5.44 - 11.17),*,(* - *),1.66,(1.20 - 2.28)
South Central,6.54,(4.98 - 8.53),6.09,(4.01 - 9.16),*,(* - *),1.20,(0.85 - 1.71)
Southeast,5.29,(3.75 - 7.42),7.89,(5.17 - 11.86),*,(* - *),1.21,(0.85 - 1.73)
Arizona,6.34,(5.36 - 7.48),6.13,(4.97 - 7.53),0.16,(0.11 - 0.23),0.95,(0.78 - 1.15)
Maricopa,6.25,(5.04 - 7.72),5.17,(3.86 - 6.87),0.16,(0.10 - 0.25),0.86,(0.66 - 1.10)
Pima,6.60,(4.81 - 9.01),8.89,(5.96 - 13.04),*,(* - *),1.21,(0.87 - 1.68)
Rural North,7.26,(5.15 - 10.14),7.34,(4.97 - 10.73),*,(* - *),1.03,(0.74 - 1.43)
Rural South,5.70,(3.88 - 8.30),7.05,(4.78 - 10.28),*,(* - *),0.99,(0.72 - 1.37)
Arkansas,5.06,(4.31 - 5.94),6.42,(5.31 - 7.75),0.14,(0.10 - 0.20),0.92,(0.77 - 1.10)
Catchment Area 1,4.55,(3.21 - 6.43),6.36,(4.37 - 9.17),*,(* - *),0.99,(0.72 - 1.35)
Catchment Area 2,5.48,(3.86 - 7.73),6.35,(4.18 - 9.55),*,(* - *),0.78,(0.56 - 1.08)
Catchment Area 3,4.92,(3.65 - 6.62),6.32,(4.38 - 9.06),*,(* - *),0.96,(0.71 - 1.31)
Catchment Area 4,5.63,(3.94 - 7.98),5.44,(3.63 - 8.08),*,(* - *),0.75,(0.54 - 1.04)
Catchment Area 5,5.48,(4.07 - 7.35),7.11,(5.07 - 9.89),*,(* - *),1.08,(0.81 - 1.44)
Catchment Area 6,5.38,(3.79 - 7.59),6.09,(4.02 - 9.12),*,(* - *),0.92,(0.65 - 1.30)
Catchment Area 7,4.94,(3.42 - 7.09),4.92,(3.14 - 7.63),*,(* - *),0.72,(0.50 - 1.02)
Catchment Area 8,4.71,(3.38 - 6.52),7.41,(5.09 - 10.67),*,(* - *),0.99,(0.72 - 1.37)
