State/Substate Region,12-17 (Estimate),12-17 (95% Confidence Interval),18-25 (Estimate),18-25 (95% Confidence Interval),26+ (Estimate),26+ (95% Confidence Interval),18+ (Estimate),18+ (95% Confidence Interval)
Total United States,9.87,(9.56 - 10.19),20.80,(20.33 - 21.27),6.34,(6.09 - 6.60),8.47,(8.23 - 8.72)
Northeast,10.39,(9.82 - 10.98),24.14,(23.13 - 25.19),6.60,(6.11 - 7.12),9.12,(8.67 - 9.59)
Midwest,9.62,(9.18 - 10.08),19.75,(18.92 - 20.60),5.69,(5.32 - 6.08),7.77,(7.44 - 8.11)
South,8.90,(8.45 - 9.37),18.60,(17.79 - 19.43),5.54,(5.20 - 5.91),7.44,(7.13 - 7.76)
West,11.21,(10.51 - 11.94),22.54,(21.48 - 23.64),8.03,(7.45 - 8.66),10.26,(9.74 - 10.80)
Alabama,8.94,(7.53 - 10.57),17.72,(15.31 - 20.43),5.00,(3.93 - 6.34),6.86,(5.77 - 8.13)
Region 1,7.96,(6.05 - 10.41),16.48,(12.81 - 20.95),4.66,(3.29 - 6.55),6.22,(4.73 - 8.14)
Region 2,10.61,(8.31 - 13.45),18.87,(15.21 - 23.17),5.76,(4.11 - 8.01),7.65,(5.94 - 9.79)
Region 3,8.05,(5.98 - 10.75),19.14,(15.02 - 24.07),5.05,(3.40 - 7.42),7.57,(5.73 - 9.94)
Region 4,8.48,(6.41 - 11.13),16.04,(12.39 - 20.50),4.31,(2.91 - 6.34),5.95,(4.41 - 7.98)
Alaska,10.66,(8.99 - 12.59),26.50,(23.42 - 29.83),11.53,(9.44 - 14.02),13.96,(12.00 - 16.17)
Anchorage,10.96,(8.69 - 13.73),27.70,(23.68 - 32.10),11.30,(8.77 - 14.43),13.90,(11.51 - 16.71)
Northern,9.94,(7.55 - 12.98),25.30,(20.34 - 31.01),12.71,(9.19 - 17.30),15.15,(11.75 - 19.32)
South Central,10.87,(8.34 - 14.06),25.30,(20.25 - 31.12),11.22,(8.00 - 15.51),13.35,(10.17 - 17.32)
Southeast,10.65,(7.82 - 14.36),*,(* - *),11.03,(7.51 - 15.93),13.29,(9.71 - 17.94)
Arizona,10.89,(9.15 - 12.91),20.06,(17.36 - 23.06),7.71,(6.21 - 9.53),9.49,(8.04 - 11.18)
Maricopa,10.85,(8.71 - 13.44),17.94,(14.96 - 21.37),7.18,(5.49 - 9.34),8.72,(7.07 - 10.71)
Pima,12.26,(9.16 - 16.21),*,(* - *),9.46,(6.58 - 13.44),11.64,(8.65 - 15.50)
Rural North,10.89,(8.06 - 14.56),25.70,(20.15 - 32.17),9.81,(6.63 - 14.27),12.09,(8.86 - 16.27)
Rural South,9.60,(6.96 - 13.11),*,(* - *),6.11,(4.01 - 9.20),8.12,(5.79 - 11.29)
Arkansas,9.46,(8.03 - 11.10),18.42,(15.94 - 21.18),5.82,(4.68 - 7.21),7.59,(6.44 - 8.93)
Catchment Area 1,8.79,(6.47 - 11.83),18.08,(13.66 - 23.54),5.91,(4.00 - 8.64),7.76,(5.68 - 10.50)
Catchment Area 2,9.36,(6.87 - 12.63),17.69,(13.09 - 23.48),5.06,(3.30 - 7.67),6.70,(4.73 - 9.40)
Catchment Area 3,9.22,(6.96 - 12.12),17.85,(13.85 - 22.69),5.78,(3.92 - 8.45),7.55,(5.57 - 10.16)
Catchment Area 4,8.77,(6.30 - 12.07),15.16,(10.97 - 20.57),5.21,(3.30 - 8.12),6.49,(4.43 - 9.40)
Catchment Area 5,9.71,(7.38 - 12.68),19.60,(15.55 - 24.38),5.82,(4.03 - 8.32),7.98,(6.07 - 10.43)
Catchment Area 6,9.88,(7.26 - 13.30),*,(* - *),6.04,(3.93 - 9.18),7.97,(5.64 - 11.16)
Catchment Area 7,9.63,(6.98 - 13.16),*,(* - *),5.29,(3.37 - 8.22),6.78,(4.65 - 9.77)
Catchment Area 8,10.13,(7.70 - 13.22),20.72,(16.31 - 25.94),6.72,(4.74 - 9.44),8.51,(6.44 - 11.17)
California,11.32,(10.27 - 12.47),22.51,(20.98 - 24.13),7.78,(6.90 - 8.76),10.13,(9.33 - 10.99)
Region 1R,13.98,(10.51 - 18.35),*,(* - *),14.01,(10.08 - 19.16),17.72,(13.73 - 22.58)
Region 2R,11.07,(8.50 - 14.29),24.34,(19.55 - 29.86),7.87,(5.60 - 10.93),10.62,(8.21 - 13.63)
Region 3R (Sacramento),11.74,(9.00 - 15.18),26.18,(20.99 - 32.13),9.07,(6.39 - 12.74),11.73,(8.93 - 15.25)
Region 4R,11.42,(8.65 - 14.93),23.16,(18.07 - 29.18),7.63,(5.34 - 10.79),9.85,(7.38 - 13.03)
Region 5R (San Francisco),*,(* - *),*,(* - *),*,(* - *),17.43,(13.00 - 22.96)
Region 6 (Santa Clara),10.04,(7.66 - 13.06),20.03,(15.75 - 25.13),6.23,(4.29 - 8.97),8.05,(5.98 - 10.75)
Region 7R (Contra Costa),11.04,(8.35 - 14.46),24.11,(18.90 - 30.23),7.35,(5.06 - 10.55),9.72,(7.23 - 12.95)
Region 8R (Alameda),11.57,(8.87 - 14.95),24.86,(20.09 - 30.34),8.69,(6.26 - 11.94),10.92,(8.42 - 14.06)
Region 9R (San Mateo),10.84,(8.04 - 14.46),21.59,(16.53 - 27.67),6.76,(4.57 - 9.89),8.50,(6.17 - 11.61)
Region 10,13.96,(10.77 - 17.90),28.65,(23.12 - 34.91),9.83,(7.07 - 13.52),13.08,(10.16 - 16.67)
Region 11 (Los Angeles),10.85,(9.51 - 12.36),20.67,(18.68 - 22.82),7.29,(6.14 - 8.65),9.41,(8.30 - 10.66)
LA SPA 1 and 5,11.90,(9.09 - 15.41),*,(* - *),8.87,(6.16 - 12.61),11.25,(8.38 - 14.95)
LA SPA 2,10.49,(8.08 - 13.50),19.56,(15.67 - 24.14),6.95,(4.91 - 9.76),8.80,(6.68 - 11.51)
LA SPA 3,9.92,(7.60 - 12.84),19.01,(15.08 - 23.68),5.57,(3.93 - 7.85),7.68,(5.88 - 9.99)
LA SPA 4,10.87,(8.20 - 14.28),22.17,(17.49 - 27.67),8.70,(6.21 - 12.06),10.58,(8.02 - 13.84)
LA SPA 6,11.00,(8.32 - 14.41),19.86,(15.56 - 24.99),6.65,(4.53 - 9.66),9.42,(7.10 - 12.40)
LA SPA 7,10.93,(8.29 - 14.27),18.63,(14.43 - 23.73),5.43,(3.74 - 7.81),7.72,(5.81 - 10.20)
LA SPA 8,11.64,(9.00 - 14.93),22.91,(18.31 - 28.26),9.38,(6.71 - 12.95),11.44,(8.75 - 14.83)
Region 12R,11.28,(8.49 - 14.84),*,(* - *),6.69,(4.58 - 9.66),8.97,(6.61 - 12.06)
Regions 13 and 19R,12.08,(9.49 - 15.26),23.09,(18.96 - 27.82),7.29,(5.34 - 9.88),10.00,(7.92 - 12.53)
Region 13 (Riverside),12.35,(9.57 - 15.79),23.65,(19.20 - 28.75),7.51,(5.44 - 10.30),10.25,(8.04 - 12.99)
Region 19R (Imperial),9.05,(6.64 - 12.22),16.68,(12.21 - 22.37),4.26,(2.73 - 6.59),6.64,(4.71 - 9.28)
Region 14 (Orange),9.72,(7.67 - 12.26),20.28,(16.94 - 24.09),5.92,(4.37 - 7.98),8.05,(6.43 - 10.03)
Region 15R (Fresno),10.56,(7.94 - 13.92),18.63,(14.13 - 24.16),6.76,(4.61 - 9.82),8.98,(6.60 - 12.10)
Region 16R (San Diego),12.24,(9.83 - 15.15),24.30,(20.34 - 28.76),8.83,(6.76 - 11.45),11.51,(9.41 - 14.00)
Region 17R,11.45,(8.88 - 14.66),18.49,(14.69 - 23.01),6.17,(4.35 - 8.68),8.46,(6.51 - 10.92)
Region 18R (San Bernardino),11.53,(9.08 - 14.52),18.44,(14.76 - 22.80),5.71,(4.05 - 8.00),8.06,(6.24 - 10.35)
Region 20R,11.11,(8.36 - 14.62),20.41,(15.75 - 26.04),6.83,(4.66 - 9.91),9.21,(6.82 - 12.33)
Region 21R,12.40,(9.37 - 16.24),*,(* - *),9.44,(6.67 - 13.18),12.66,(9.64 - 16.45)
Colorado,12.42,(10.57 - 14.53),29.11,(26.14 - 32.27),10.65,(8.81 - 12.82),13.33,(11.58 - 15.31)
Region 1,13.17,(10.00 - 17.15),31.82,(25.82 - 38.48),10.34,(7.23 - 14.57),14.11,(10.81 - 18.21)
Regions 2 and 7,12.80,(10.39 - 15.67),30.10,(26.30 - 34.19),12.03,(9.58 - 15.00),14.50,(12.18 - 17.19)
Region 3,11.17,(8.54 - 14.47),25.75,(20.55 - 31.74),7.51,(5.25 - 10.63),10.31,(7.88 - 13.37)
Region 4,11.37,(8.26 - 15.45),*,(* - *),7.41,(4.83 - 11.21),9.83,(7.02 - 13.61)
Regions 5 and 6,11.76,(8.79 - 15.56),*,(* - *),9.78,(6.66 - 14.14),12.30,(9.04 - 16.53)
Connecticut,10.72,(9.04 - 12.66),24.71,(21.85 - 27.81),6.72,(5.36 - 8.40),9.22,(7.87 - 10.77)
Eastern,10.98,(8.04 - 14.83),*,(* - *),7.88,(5.29 - 11.58),10.74,(7.94 - 14.39)
North Central,9.94,(7.74 - 12.69),24.91,(20.50 - 29.92),6.37,(4.61 - 8.74),8.87,(6.98 - 11.20)
Northwestern,11.66,(8.85 - 15.21),25.81,(20.53 - 31.89),7.28,(5.03 - 10.42),9.68,(7.29 - 12.75)
South Central,11.65,(8.89 - 15.13),26.80,(22.31 - 31.82),7.16,(5.06 - 10.05),9.91,(7.73 - 12.60)
Southwest,9.75,(7.23 - 13.02),20.74,(15.96 - 26.50),5.45,(3.59 - 8.20),7.42,(5.37 - 10.17)
Delaware,10.46,(8.77 - 12.43),23.93,(21.12 - 26.99),5.67,(4.45 - 7.19),8.26,(7.04 - 9.67)
Kent,9.63,(7.23 - 12.72),22.56,(18.01 - 27.86),5.64,(3.77 - 8.36),8.24,(6.20 - 10.88)
New Castle (excluding Wilmington City),10.56,(8.41 - 13.19),24.13,(20.56 - 28.10),5.29,(3.87 - 7.18),8.14,(6.66 - 9.91)
Sussex,9.88,(7.47 - 12.96),22.36,(17.74 - 27.77),4.94,(3.36 - 7.22),6.90,(5.14 - 9.18)
Wilmington City,13.00,(9.76 - 17.11),*,(* - *),9.82,(6.67 - 14.22),12.46,(9.22 - 16.62)
